,행정구역,연도,명
1065,부안군,2020,630902
1066,부안군,2021,616699
1067,부안군,2022,152077
1068,부여군,2011,892041
1069,부여군,2012,881942
1070,부여군,2013,873595
1071,부여군,2014,864023
1072,부여군,2015,856391
1073,부여군,2016,847402
1074,부여군,2017,835435
1075,부여군,2018,822015
1076,부여군,2019,807860
1077,부여군,2020,791289
1078,부여군,2021,772361
1079,부여군,2022,190411
1080,부천시,2011,10476688
1081,부천시,2012,10456159
1082,부천시,2013,10404036
1083,부천시,2014,10308148
1084,부천시,2015,10219277
1085,부천시,2016,10189647
1086,부천시,2017,10196878
1087,부천시,2018,10188718
1088,부천시,2019,10029830
1089,부천시,2020,9891072
1090,부천시,2021,9730754
1091,부천시,2022,2411048
1092,부평구,2011,6756391
1093,부평구,2012,6719707
1094,부평구,2013,6694239
1095,부평구,2014,6682255
1096,부평구,2015,6686560
1097,부평구,2016,6647956
1098,부평구,2017,6546677
1099,부평구,2018,6367599
1100,부평구,2019,6209936
1101,부평구,2020,6023300
1102,부평구,2021,5882071
1103,부평구,2022,1456945
1104,북구,2011,20011361
1105,북구,2012,19831671
1106,북구,2013,19884525
1107,북구,2014,19886597
1108,북구,2015,19925335
1109,북구,2016,19949926
1110,북구,2017,19866964
1111,북구,2018,19870980
1112,북구,2019,19832838
1113,북구,2020,19801586
1114,북구,2021,19684761
1115,북구,2022,4911983
1116,분당구,2011,5824395
1117,분당구,2012,5877766
1118,분당구,2013,5899631
1119,분당구,2014,5966299
1120,분당구,2015,6009150
1121,분당구,2016,6041298
1122,분당구,2017,6030828
1123,분당구,2018,5971452
1124,분당구,2019,5893089
1125,분당구,2020,5827367
1126,분당구,2021,5778408
1127,분당구,2022,1454645
1128,사상구,2011,3074909
1129,사상구,2012,3034058
1130,사상구,2013,2982865
1131,사상구,2014,2939035
1132,사상구,2015,2883952
1133,사상구,2016,2820524
1134,사상구,2017,2769809
1135,사상구,2018,2709533
1136,사상구,2019,2649894
1137,사상구,2020,2583997
1138,사상구,2021,2522443
1139,사상구,2022,621714
1140,사천시,2011,1370147
1141,사천시,2012,1379432
1142,사천시,2013,1394237
1143,사천시,2014,1401163
1144,사천시,2015,1392057
1145,사천시,2016,1381072
1146,사천시,2017,1373763
1147,사천시,2018,1369521
1148,사천시,2019,1352121
1149,사천시,2020,1336780
1150,사천시,2021,1324405
1151,사천시,2022,329276
1152,사하구,2011,4286536
1153,사하구,2012,4245062
1154,사하구,2013,4212863
1155,사하구,2014,4151957
1156,사하구,2015,4085235
1157,사하구,2016,4022376
1158,사하구,2017,4006736
1159,사하구,2018,3967762
1160,사하구,2019,3888466
1161,사하구,2020,3797318
1162,사하구,2021,3694996
1163,사하구,2022,917782
1164,산청군,2011,427458
1165,산청군,2012,427379
1166,산청군,2013,430404
1167,산청군,2014,430680
1168,산청군,2015,432872
1169,산청군,2016,432101
1170,산청군,2017,433274
1171,산청군,2018,433495
1172,산청군,2019,427200
1173,산청군,2020,421212
1174,산청군,2021,414878
1175,산청군,2022,102744
1176,삼척시,2011,867675
1177,삼척시,2012,874054
1178,삼척시,2013,874984
1179,삼척시,2014,874261
1180,삼척시,2015,857112
1181,삼척시,2016,838831
1182,삼척시,2017,827390
1183,삼척시,2018,822513
1184,삼척시,2019,813362
1185,삼척시,2020,790087
1186,삼척시,2021,769220
1187,삼척시,2022,191452
1188,상당구,2011,2900196
1189,상당구,2012,2891794
1190,상당구,2013,2912451
1191,상당구,2014,2567445
1192,상당구,2015,2136508
1193,상당구,2016,2097118
1194,상당구,2017,2061926
1195,상당구,2018,2071763
1196,상당구,2019,2143285
1197,상당구,2020,2217102
1198,상당구,2021,2321132
1199,상당구,2022,583147
1200,상록구,2011,4562978
1201,상록구,2012,4573317
1202,상록구,2013,4586857
1203,상록구,2014,4582713
1204,상록구,2015,4565141
1205,상록구,2016,4528936
1206,상록구,2017,4484244
1207,상록구,2018,4341868
1208,상록구,2019,4206372
1209,상록구,2020,4180737
1210,상록구,2021,4230484
1211,상록구,2022,1049158
1212,상주시,2011,1261271
1213,상주시,2012,1253653
1214,상주시,2013,1245166
1215,상주시,2014,1239687
1216,상주시,2015,1229678
1217,상주시,2016,1225166
1218,상주시,2017,1215526
1219,상주시,2018,1203999
1220,상주시,2019,1198464
1221,상주시,2020,1179445
1222,상주시,2021,1155270
1223,상주시,2022,287235
1224,서구,2011,18924262
1225,서구,2012,19342073
1226,서구,2013,19586567
1227,서구,2014,19625445
1228,서구,2015,19543387
1229,서구,2016,19497076
1230,서구,2017,19406075
1231,서구,2018,19461983
1232,서구,2019,19393939
1233,서구,2020,19248453
1234,서구,2021,19050944
1235,서구,2022,4779403
1236,서귀포시,2011,1840724
1237,서귀포시,2012,1843950
1238,서귀포시,2013,1858165
1239,서귀포시,2014,1886422
1240,서귀포시,2015,1934874
1241,서귀포시,2016,2020257
1242,서귀포시,2017,2098287
1243,서귀포시,2018,2165858
1244,서귀포시,2019,2178938
1245,서귀포시,2020,2177192
1246,서귀포시,2021,2194041
1247,서귀포시,2022,552191
1248,서대문구,2011,3829591
1249,서대문구,2012,3752693
1250,서대문구,2013,3787456
1251,서대문구,2014,3755352
1252,서대문구,2015,3704163
1253,서대문구,2016,3782082
1254,서대문구,2017,3772308
1255,서대문구,2018,3734943
1256,서대문구,2019,3728076
1257,서대문구,2020,3748107
1258,서대문구,2021,3689297
1259,서대문구,2022,916772
1260,서북구,2011,3783281
1261,서북구,2012,3861443
1262,서북구,2013,3931208
1263,서북구,2014,3999582
1264,서북구,2015,4103669
1265,서북구,2016,4209658
1266,서북구,2017,4431894
1267,서북구,2018,4610832
1268,서북구,2019,4697278
1269,서북구,2020,4772543
1270,서북구,2021,4820094
1271,서북구,2022,1206487
1272,서산시,2011,1931572
1273,서산시,2012,1945252
1274,서산시,2013,1974469
1275,서산시,2014,2002771
1276,서산시,2015,2025107
1277,서산시,2016,2042332
1278,서산시,2017,2055459
1279,서산시,2018,2072952
1280,서산시,2019,2092516
1281,서산시,2020,2100448
1282,서산시,2021,2113660
1283,서산시,2022,529641
1284,서원구,2011,0
1285,서원구,2012,0
1286,서원구,2013,0
1287,서원구,2014,1354526
1288,서원구,2015,2666820
1289,서원구,2016,2619824
1290,서원구,2017,2608236
1291,서원구,2018,2567560
1292,서원구,2019,2470870
1293,서원구,2020,2385233
1294,서원구,2021,2318860
1295,서원구,2022,578940
1296,서천군,2011,716377
1297,서천군,2012,709818
1298,서천군,2013,703524
1299,서천군,2014,696330
1300,서천군,2015,686146
1301,서천군,2016,676620
1302,서천군,2017,666461
1303,서천군,2018,654347
1304,서천군,2019,639301
1305,서천군,2020,626719
1306,서천군,2021,613979
1307,서천군,2022,151944
1308,서초구,2011,5206223
1309,서초구,2012,5231356
1310,서초구,2013,5261551
1311,서초구,2014,5351047
1312,서초구,2015,5377168
1313,서초구,2016,5354936
1314,서초구,2017,5328501
1315,서초구,2018,5263775
1316,서초구,2019,5181521
1317,서초구,2020,5138555
1318,서초구,2021,5020569
1319,서초구,2022,1232044
1320,성남시,2011,11765163
1321,성남시,2012,11736620
1322,성남시,2013,11762123
1323,성남시,2014,11732385
1324,성남시,2015,11668054
1325,성남시,2016,11725623
1326,성남시,2017,11667313
1327,성남시,2018,11532241
1328,성남시,2019,11368708
1329,성남시,2020,11292037
1330,성남시,2021,11197825
1331,성남시,2022,2791266
1332,성동구,2011,3655966
1333,성동구,2012,3599309
1334,성동구,2013,3612664
1335,성동구,2014,3581426
1336,성동구,2015,3566547
1337,성동구,2016,3567869
1338,성동구,2017,3646871
1339,성동구,2018,3692791
1340,성동구,2019,3653142
1341,성동구,2020,3564108
1342,성동구,2021,3472398
1343,성동구,2022,855726
1344,성북구,2011,5856229
1345,성북구,2012,5803914
1346,성북구,2013,5760797
1347,성북구,2014,5669327
1348,성북구,2015,5562895
1349,성북구,2016,5467214
1350,성북구,2017,5371510
1351,성북구,2018,5276725
1352,성북구,2019,5282526
1353,성북구,2020,5289061
1354,성북구,2021,5205226
1355,성북구,2022,1295116
1356,성산구,2011,2999384
1357,성산구,2012,2966406
1358,성산구,2013,2941609
1359,성산구,2014,2882860
1360,성산구,2015,2841004
1361,성산구,2016,2792368
1362,성산구,2017,2749759
1363,성산구,2018,2734055
1364,성산구,2019,2684230
1365,성산구,2020,2603334
1366,성산구,2021,2792825
1367,성산구,2022,752033
1368,성주군,2011,540950
1369,성주군,2012,541071
1370,성주군,2013,539521
1371,성주군,2014,540342
1372,성주군,2015,539998
1373,성주군,2016,541389
1374,성주군,2017,539721
1375,성주군,2018,536401
1376,성주군,2019,529503
1377,성주군,2020,522078
1378,성주군,2021,515775
1379,성주군,2022,128832
1380,소사구,2011,2780156
1381,소사구,2012,2775927
1382,소사구,2013,2767691
1383,소사구,2014,2740262
1384,소사구,2015,2688846
1385,소사구,2016,1329896
1386,소사구,2017,0
1387,소사구,2018,0
1388,소사구,2019,0
1389,소사구,2020,0
1390,소사구,2021,0
1391,소사구,2022,0
1392,속초시,2011,1006804
1393,속초시,2012,1003187
1394,속초시,2013,998762
1395,속초시,2014,993919
1396,속초시,2015,987901
1397,속초시,2016,987710
1398,속초시,2017,982517
1399,속초시,2018,981667
1400,속초시,2019,979883
1401,속초시,2020,985687
1402,속초시,2021,989507
1403,속초시,2022,248298
1404,송파구,2011,8208701
1405,송파구,2012,8157089
1406,송파구,2013,8019078
1407,송파구,2014,8032078
1408,송파구,2015,7965463
1409,송파구,2016,7880294
1410,송파구,2017,7939141
1411,송파구,2018,7994046
1412,송파구,2019,8125652
1413,송파구,2020,8061291
1414,송파구,2021,7925259
1415,송파구,2022,1982918
1416,수성구,2011,5540229
1417,수성구,2012,5520233
1418,수성구,2013,5520668
1419,수성구,2014,5505669
1420,수성구,2015,5432177
1421,수성구,2016,5389186
1422,수성구,2017,5318971
1423,수성구,2018,5223633
1424,수성구,2019,5165336
1425,수성구,2020,5122653
1426,수성구,2021,5046812
1427,수성구,2022,1249031
1428,수영구,2011,2130671
1429,수영구,2012,2117385
1430,수영구,2013,2113964
1431,수영구,2014,2117105
1432,수영구,2015,2155414
1433,수영구,2016,2155070
1434,수영구,2017,2147633
1435,수영구,2018,2135414
1436,수영구,2019,2115153
1437,수영구,2020,2122612
1438,수영구,2021,2111208
1439,수영구,2022,524366
1440,수원시,2011,12947859
1441,수원시,2012,13301357
1442,수원시,2013,13640982
1443,수원시,2014,13978738
1444,수원시,2015,14145770
1445,수원시,2016,14281739
1446,수원시,2017,14379049
1447,수원시,2018,14428836
1448,수원시,2019,14364612
1449,수원시,2020,14287431
1450,수원시,2021,14218123
1451,수원시,2022,3554969
1452,수정구,2011,2861289
1453,수정구,2012,2809516
1454,수정구,2013,2775557
1455,수정구,2014,2714844
1456,수정구,2015,2653867
1457,수정구,2016,2732083
1458,수정구,2017,2835154
1459,수정구,2018,2829462
1460,수정구,2019,2806555
1461,수정구,2020,2849684
1462,수정구,2021,2850352
1463,수정구,2022,706880
1464,수지구,2011,3775064
1465,수지구,2012,3888144
1466,수지구,2013,3989537
1467,수지구,2014,4064949
1468,수지구,2015,4110878
1469,수지구,2016,4160278
1470,수지구,2017,4198232
1471,수지구,2018,4265049
1472,수지구,2019,4350286
1473,수지구,2020,4496246
1474,수지구,2021,4520418
1475,수지구,2022,1125751
1476,순창군,2011,357465
1477,순창군,2012,355733
1478,순창군,2013,355927
1479,순창군,2014,357790
1480,순창군,2015,354296
1481,순창군,2016,353433
1482,순창군,2017,352607
1483,순창군,2018,351966
1484,순창군,2019,344640
1485,순창군,2020,336209
1486,순창군,2021,326874
1487,순창군,2022,80187
1488,순천시,2011,3272534
1489,순천시,2012,3274601
1490,순천시,2013,3298560
1491,순천시,2014,3323322
1492,순천시,2015,3334170
1493,순천시,2016,3353728
1494,순천시,2017,3360818
1495,순천시,2018,3362450
1496,순천시,2019,3367331
1497,순천시,2020,3380480
1498,순천시,2021,3383236
1499,순천시,2022,842025
1500,시흥시,2011,4823572
1501,시흥시,2012,4804343
1502,시흥시,2013,4777053
1503,시흥시,2014,4742390
1504,시흥시,2015,4740786
1505,시흥시,2016,4791462
1506,시흥시,2017,4914028
1507,시흥시,2018,5239079
1508,시흥시,2019,5566198
1509,시흥시,2020,5829021
1510,시흥시,2021,6125503
1511,시흥시,2022,1536386
1512,신안군,2011,539139
1513,신안군,2012,529465
1514,신안군,2013,528556
1515,신안군,2014,530408
1516,신안군,2015,522373
1517,신안군,2016,516203
1518,신안군,2017,508619
1519,신안군,2018,501518
1520,신안군,2019,489672
1521,신안군,2020,474408
1522,신안군,2021,462888
1523,신안군,2022,114270
1524,아산시,2011,3238439
1525,아산시,2012,3333424
1526,아산시,2013,3413670
1527,아산시,2014,3496946
1528,아산시,2015,3549315
1529,아산시,2016,3622224
1530,아산시,2017,3689577
1531,아산시,2018,3743730
1532,아산시,2019,3765417
1533,아산시,2020,3769850
1534,아산시,2021,3849705
1535,아산시,2022,981705
1536,안동시,2011,2014039
1537,안동시,2012,2016308
1538,안동시,2013,2012420
1539,안동시,2014,2012842
1540,안동시,2015,2020364
1541,안동시,2016,2020560
1542,안동시,2017,2002722
1543,안동시,2018,1954163
1544,안동시,2019,1926490
1545,안동시,2020,1908313
1546,안동시,2021,1893396
1547,안동시,2022,469444
1548,안산시,2011,8592433
1549,안산시,2012,8580779
1550,안산시,2013,8572708
1551,안산시,2014,8531461
1552,안산시,2015,8435679
1553,안산시,2016,8323552
1554,안산시,2017,8211219
1555,안산시,2018,7977197
1556,안산시,2019,7873235
1557,안산시,2020,7840444
1558,안산시,2021,7857733
1559,안산시,2022,1954608
1560,안성시,2011,2160640
1561,안성시,2012,2179896
1562,안성시,2013,2185600
1563,안성시,2014,2187975
1564,안성시,2015,2177065
1565,안성시,2016,2184135
1566,안성시,2017,2197063
1567,안성시,2018,2194708
1568,안성시,2019,2206845
1569,안성시,2020,2223766
1570,안성시,2021,2265573
1571,안성시,2022,568584
1572,안양시,2011,7424058
1573,안양시,2012,7351865
1574,안양시,2013,7316931
1575,안양시,2014,7242054
1576,안양시,2015,7189822
1577,안양시,2016,7158202
1578,안양시,2017,7134655
1579,안양시,2018,6983659
1580,안양시,2019,6862576
1581,안양시,2020,6687443
1582,안양시,2021,6590361
1583,안양시,2022,1648307
1584,양구군,2011,263828
1585,양구군,2012,272001
1586,양구군,2013,278403
1587,양구군,2014,283811
1588,양구군,2015,288244
1589,양구군,2016,288104
1590,양구군,2017,286467
1591,양구군,2018,282538
1592,양구군,2019,278006
1593,양구군,2020,268121
1594,양구군,2021,264116
1595,양구군,2022,65057
1596,양산시,2011,3169119
1597,양산시,2012,3225271
1598,양산시,2013,3291873
1599,양산시,2014,3436185
1600,양산시,2015,3566228
1601,양산시,2016,3703828
1602,양산시,2017,3939937
1603,양산시,2018,4139668
1604,양산시,2019,4197238
1605,양산시,2020,4219625
1606,양산시,2021,4242346
1607,양산시,2022,1063574
1608,양양군,2011,335187
1609,양양군,2012,334223
1610,양양군,2013,331901
1611,양양군,2014,331248
1612,양양군,2015,330020
1613,양양군,2016,327644
1614,양양군,2017,327253
1615,양양군,2018,327466
1616,양양군,2019,331096
1617,양양군,2020,333959
1618,양양군,2021,336029
1619,양양군,2022,83631
1620,양주시,2011,2376593
1621,양주시,2012,2402880
1622,양주시,2013,2394724
1623,양주시,2014,2396581
1624,양주시,2015,2445737
1625,양주시,2016,2462637
1626,양주시,2017,2508349
1627,양주시,2018,2566641
1628,양주시,2019,2646222
1629,양주시,2020,2721110
1630,양주시,2021,2820380
1631,양주시,2022,708850
1632,양천구,2011,5991547
1633,양천구,2012,5974646
1634,양천구,2013,5931192
1635,양천구,2014,5871381
1636,양천구,2015,5828945
1637,양천구,2016,5778624
1638,양천구,2017,5689786
1639,양천구,2018,5607374
1640,양천구,2019,5530966
1641,양천구,2020,5480545
1642,양천구,2021,5408015
1643,양천구,2022,1339555
1644,양평군,2011,1173388
1645,양평군,2012,1211165
1646,양평군,2013,1236526
1647,양평군,2014,1256230
1648,양평군,2015,1282802
1649,양평군,2016,1317711
1650,양평군,2017,1361532
1651,양평군,2018,1389253
1652,양평군,2019,1399343
1653,양평군,2020,1414228
1654,양평군,2021,1442938
1655,양평군,2022,364390
1656,여수시,2011,3516880
1657,여수시,2012,3511663
1658,여수시,2013,3500648
1659,여수시,2014,3489606
1660,여수시,2015,3488024
1661,여수시,2016,3478785
1662,여수시,2017,3451109
1663,여수시,2018,3418680
1664,여수시,2019,3392705
1665,여수시,2020,3373635
1666,여수시,2021,3341395
1667,여수시,2022,829646
1668,여주군,2011,1309163
1669,여주군,2012,1311823
1670,여주군,2013,875293
1671,여주군,2014,0
1672,여주군,2015,0
1673,여주군,2016,0
1674,여주군,2017,0
1675,여주군,2018,0
1676,여주군,2019,0
1677,여주군,2020,0
1678,여주군,2021,0
1679,여주군,2022,0
1680,여주시,2011,0
1681,여주시,2012,0
1682,여주시,2013,437595
1683,여주시,2014,1317904
1684,여주시,2015,1328004
1685,여주시,2016,1336163
1686,여주시,2017,1343316
1687,여주시,2018,1340902
1688,여주시,2019,1333640
1689,여주시,2020,1336369
1690,여주시,2021,1345357
1691,여주시,2022,337215
1692,연기군,2011,984914
1693,연기군,2012,520969
1694,연기군,2013,0
1695,연기군,2014,0
1696,연기군,2015,0
1697,연기군,2016,0
1698,연기군,2017,0
1699,연기군,2018,0
1700,연기군,2019,0
1701,연기군,2020,0
1702,연기군,2021,0
1703,연기군,2022,0
1704,연수구,2011,3404689
1705,연수구,2012,3477022
1706,연수구,2013,3552832
1707,연수구,2014,3681342
1708,연수구,2015,3759993
1709,연수구,2016,3891255
1710,연수구,2017,3989698
1711,연수구,2018,4086265
1712,연수구,2019,4287438
1713,연수구,2020,4514251
1714,연수구,2021,4680948
1715,연수구,2022,1166456
1716,연제구,2011,2566094
1717,연제구,2012,2549896
1718,연제구,2013,2526030
1719,연제구,2014,2504655
1720,연제구,2015,2506956
1721,연제구,2016,2512171
1722,연제구,2017,2487282
1723,연제구,2018,2471041
1724,연제구,2019,2512963
1725,연제구,2020,2519177
1726,연제구,2021,2480632
1727,연제구,2022,621452
1728,연천군,2011,540363
1729,연천군,2012,545667
1730,연천군,2013,547756
1731,연천군,2014,546635
1732,연천군,2015,544230
1733,연천군,2016,550658
1734,연천군,2017,547672
1735,연천군,2018,539048
1736,연천군,2019,529016
1737,연천군,2020,523151
1738,연천군,2021,516088
1739,연천군,2022,128248
1740,영광군,2011,684075
1741,영광군,2012,683562
1742,영광군,2013,689617
1743,영광군,2014,684855
1744,영광군,2015,676908
1745,영광군,2016,671110
1746,영광군,2017,661653
1747,영광군,2018,654203
1748,영광군,2019,647553
1749,영광군,2020,641301
1750,영광군,2021,629236
1751,영광군,2022,155972
1752,영덕군,2011,491855
1753,영덕군,2012,485642
1754,영덕군,2013,482601
1755,영덕군,2014,478743
1756,영덕군,2015,472153
1757,영덕군,2016,469581
1758,영덕군,2017,464919
1759,영덕군,2018,459840
1760,영덕군,2019,452285
1761,영덕군,2020,440661
1762,영덕군,2021,429341
1763,영덕군,2022,105635
1764,영도구,2011,1739030
1765,영도구,2012,1696844
1766,영도구,2013,1652765
1767,영도구,2014,1605885
1768,영도구,2015,1568010
1769,영도구,2016,1536039
1770,영도구,2017,1494477
1771,영도구,2018,1460793
1772,영도구,2019,1419883
1773,영도구,2020,1379149
1774,영도구,2021,1338836
1775,영도구,2022,330076
1776,영동군,2011,603946
1777,영동군,2012,607951
1778,영동군,2013,606719
1779,영동군,2014,605599
1780,영동군,2015,610381
1781,영동군,2016,603729
1782,영동군,2017,603978
1783,영동군,2018,598467
1784,영동군,2019,588504
1785,영동군,2020,574318
1786,영동군,2021,556046
1787,영동군,2022,136776
1788,영등포구,2011,4834892
1789,영등포구,2012,4730132
1790,영등포구,2013,4671955
1791,영등포구,2014,4617799
1792,영등포구,2015,4574190
1793,영등포구,2016,4509832
1794,영등포구,2017,4426537
1795,영등포구,2018,4424398
1796,영등포구,2019,4421658
1797,영등포구,2020,4487609
1798,영등포구,2021,4534904
1799,영등포구,2022,1130573
1800,영암군,2011,719770
1801,영암군,2012,720723
1802,영암군,2013,715002
1803,영암군,2014,709006
1804,영암군,2015,702485
1805,영암군,2016,692452
1806,영암군,2017,675047
1807,영암군,2018,661549
1808,영암군,2019,653444
1809,영암군,2020,649507
1810,영암군,2021,639170
1811,영암군,2022,158938
1812,영양군,2011,219829
1813,영양군,2012,218294
1814,영양군,2013,219186
1815,영양군,2014,219449
1816,영양군,2015,215896
1817,영양군,2016,213254
1818,영양군,2017,211098
1819,영양군,2018,209083
1820,영양군,2019,205458
1821,영양군,2020,201333
1822,영양군,2021,197281
1823,영양군,2022,48793
1824,영월군,2011,481930
1825,영월군,2012,482461
1826,영월군,2013,482679
1827,영월군,2014,481674
1828,영월군,2015,481330
1829,영월군,2016,480707
1830,영월군,2017,480677
1831,영월군,2018,479300
1832,영월군,2019,471919
1833,영월군,2020,465681
1834,영월군,2021,457994
1835,영월군,2022,113850
1836,영주시,2011,1364600
1837,영주시,2012,1357282
1838,영주시,2013,1347808
1839,영주시,2014,1337269
1840,영주시,2015,1322662
1841,영주시,2016,1312193
1842,영주시,2017,1307959
1843,영주시,2018,1290122
1844,영주시,2019,1269213
1845,영주시,2020,1247788
1846,영주시,2021,1228813
1847,영주시,2022,305264
1848,영천시,2011,1238599
1849,영천시,2012,1229493
1850,영천시,2013,1213106
1851,영천시,2014,1206686
1852,영천시,2015,1206506
1853,영천시,2016,1205327
1854,영천시,2017,1204486
1855,영천시,2018,1206327
1856,영천시,2019,1222366
1857,영천시,2020,1221437
1858,영천시,2021,1223707
1859,영천시,2022,304699
1860,영통구,2011,3141052
1861,영통구,2012,3340541
1862,영통구,2013,3628628
1863,영통구,2014,3888483
1864,영통구,2015,3987787
1865,영통구,2016,4064950
1866,영통구,2017,4145310
1867,영통구,2018,4229865
1868,영통구,2019,4355428
1869,영통구,2020,4432474
1870,영통구,2021,4387710
1871,영통구,2022,1084300
1872,예산군,2011,1039246
1873,예산군,2012,1033521
1874,예산군,2013,1025743
1875,예산군,2014,1018227
1876,예산군,2015,1008471
1877,예산군,2016,986347
1878,예산군,2017,967584
1879,예산군,2018,963769
1880,예산군,2019,955803
1881,예산군,2020,942791
1882,예산군,2021,928262
1883,예산군,2022,229686
1884,예천군,2011,561904
1885,예천군,2012,555551
1886,예천군,2013,549933
1887,예천군,2014,544310
1888,예천군,2015,538355
1889,예천군,2016,547642
1890,예천군,2017,566283
1891,예천군,2018,625586
1892,예천군,2019,653915
1893,예천군,2020,666116
1894,예천군,2021,669330
1895,예천군,2022,166960
1896,오산시,2011,2256267
1897,오산시,2012,2363833
1898,오산시,2013,2428005
1899,오산시,2014,2492080
1900,오산시,2015,2489550
1901,오산시,2016,2495326
1902,오산시,2017,2530909
1903,오산시,2018,2613751
1904,오산시,2019,2661574
1905,오산시,2020,2739238
1906,오산시,2021,2765502
1907,오산시,2022,689800
1908,오정구,2011,2340945
1909,오정구,2012,2315107
1910,오정구,2013,2288844
1911,오정구,2014,2255823
1912,오정구,2015,2220177
1913,오정구,2016,1105463
1914,오정구,2017,0
1915,오정구,2018,0
1916,오정구,2019,0
1917,오정구,2020,0
1918,오정구,2021,0
1919,오정구,2022,0
1920,옥천군,2011,644244
1921,옥천군,2012,640178
1922,옥천군,2013,634764
1923,옥천군,2014,631283
1924,옥천군,2015,631075
1925,옥천군,2016,627591
1926,옥천군,2017,622713
1927,옥천군,2018,619788
1928,옥천군,2019,614824
1929,옥천군,2020,609210
1930,옥천군,2021,603507
1931,옥천군,2022,149866
1932,옹진군,2011,229248
1933,옹진군,2012,236018
1934,옹진군,2013,244731
1935,옹진군,2014,247997
1936,옹진군,2015,249965
1937,옹진군,2016,253889
1938,옹진군,2017,257331
1939,옹진군,2018,254918
1940,옹진군,2019,249291
1941,옹진군,2020,245145
1942,옹진군,2021,244301
1943,옹진군,2022,61251
1944,완도군,2011,648724
1945,완도군,2012,646878
1946,완도군,2013,643969
1947,완도군,2014,640558
1948,완도군,2015,636976
1949,완도군,2016,633723
1950,완도군,2017,628478
1951,완도군,2018,621492
1952,완도군,2019,612732
1953,완도군,2020,602770
1954,완도군,2021,591438
1955,완도군,2022,145225
1956,완산구,2011,4329787
1957,완산구,2012,4364950
1958,완산구,2013,4374087
1959,완산구,2014,4379907
1960,완산구,2015,4390961
1961,완산구,2016,4381630
1962,완산구,2017,4328478
1963,완산구,2018,4219396
1964,완산구,2019,4094376
1965,완산구,2020,4072248
1966,완산구,2021,4053690
1967,완산구,2022,1004613
1968,완주군,2011,1017476
1969,완주군,2012,1025199
1970,완주군,2013,1038280
1971,완주군,2014,1065788
1972,완주군,2015,1112874
1973,완주군,2016,1145786
1974,완주군,2017,1151414
1975,완주군,2018,1140992
1976,완주군,2019,1116904
1977,완주군,2020,1102141
1978,완주군,2021,1094214
1979,완주군,2022,273173
1980,용산구,2011,2955421
1981,용산구,2012,2937325
1982,용산구,2013,2898722
1983,용산구,2014,2857261
1984,용산구,2015,2818497
1985,용산구,2016,2783365
1986,용산구,2017,2749919
1987,용산구,2018,2754827
1988,용산구,2019,2747475
1989,용산구,2020,2755649
1990,용산구,2021,2717026
1991,용산구,2022,667155
1992,용인시,2011,10656737
1993,용인시,2012,10876351
1994,용인시,2013,11159267
1995,용인시,2014,11435703
1996,용인시,2015,11641221
1997,용인시,2016,11792542
1998,용인시,2017,11973221
1999,용인시,2018,12221986
2000,용인시,2019,12589376
2001,용인시,2020,12854104
2002,용인시,2021,12933806
2003,용인시,2022,3228953
2004,울릉군,2011,128998
2005,울릉군,2012,129431
2006,울릉군,2013,128057
2007,울릉군,2014,125403
2008,울릉군,2015,122964
2009,울릉군,2016,121476
2010,울릉군,2017,120320
2011,울릉군,2018,119362
2012,울릉군,2019,116825
2013,울릉군,2020,111134
2014,울릉군,2021,107692
2015,울릉군,2022,26757
2016,울주군,2011,2436814
2017,울주군,2012,2476424
2018,울주군,2013,2504380
2019,울주군,2014,2539064
2020,울주군,2015,2607810
2021,울주군,2016,2631622
2022,울주군,2017,2632129
2023,울주군,2018,2656102
2024,울주군,2019,2671798
2025,울주군,2020,2672546
2026,울주군,2021,2663507
2027,울주군,2022,665806
2028,울진군,2011,626201
2029,울진군,2012,622302
2030,울진군,2013,621720
2031,울진군,2014,624323
2032,울진군,2015,623505
2033,울진군,2016,620715
2034,울진군,2017,614822
2035,울진군,2018,604718
2036,울진군,2019,594984
2037,울진군,2020,586292
2038,울진군,2021,578338
2039,울진군,2022,142810
2040,원미구,2011,5355587
2041,원미구,2012,5365125
2042,원미구,2013,5347501
2043,원미구,2014,5312063
2044,원미구,2015,5310254
2045,원미구,2016,2655345
2046,원미구,2017,0
2047,원미구,2018,0
2048,원미구,2019,0
2049,원미구,2020,0
2050,원미구,2021,0
2051,원미구,2022,0
2052,원주시,2011,3825113
2053,원주시,2012,3868942
2054,원주시,2013,3893006
2055,원주시,2014,3908343
2056,원주시,2015,3957441
2057,원주시,2016,4033333
2058,원주시,2017,4077403
2059,원주시,2018,4110198
2060,원주시,2019,4161635
2061,원주시,2020,4228590
2062,원주시,2021,4267308
2063,원주시,2022,1075433
2064,유성구,2011,3457744
2065,유성구,2012,3619894
2066,유성구,2013,3737406
2067,유성구,2014,3872764
2068,유성구,2015,3976325
2069,유성구,2016,4071092
2070,유성구,2017,4158710
2071,유성구,2018,4184585
2072,유성구,2019,4193497
2073,유성구,2020,4216185
2074,유성구,2021,4203967
2075,유성구,2022,1055498
2076,은평구,2011,5904111
2077,은평구,2012,6003599
2078,은평구,2013,6044596
2079,은평구,2014,6010965
2080,은평구,2015,5991004
2081,은평구,2016,5939320
2082,은평구,2017,5862896
2083,은평구,2018,5815340
2084,은평구,2019,5792380
2085,은평구,2020,5758083
