시도,행정구역별,폐기물별,년도,발생량[톤/일],재활용[톤/일]
부산광역시,동래구,건설폐기물,2010,734.4,734
부산광역시,동래구,지정폐기물,2010,316.2,0
부산광역시,남구,생활계폐기물,2010,235.3,167.3
부산광역시,남구,사업장배출시설계폐기물,2010,96.2,16.2
부산광역시,남구,건설폐기물,2010,619.4,618.7
부산광역시,남구,지정폐기물,2010,408.3,1.4
부산광역시,북구,생활계폐기물,2010,261.4,193.8
부산광역시,북구,사업장배출시설계폐기물,2010,47.5,0.2
부산광역시,북구,건설폐기물,2010,267.4,252
부산광역시,북구,지정폐기물,2010,289.1,0.2
부산광역시,해운대구,생활계폐기물,2010,371.4,264.5
부산광역시,해운대구,사업장배출시설계폐기물,2010,109.2,3.9
부산광역시,해운대구,건설폐기물,2010,1452.3,1449.3
부산광역시,해운대구,지정폐기물,2010,396.4,0
부산광역시,사하구,생활계폐기물,2010,324.7,205.2
부산광역시,사하구,사업장배출시설계폐기물,2010,1230.9,924.8
부산광역시,사하구,건설폐기물,2010,600.1,594.1
부산광역시,사하구,지정폐기물,2010,1713.4,2.8
부산광역시,금정구,생활계폐기물,2010,220,159.6
부산광역시,금정구,사업장배출시설계폐기물,2010,15.6,5.8
부산광역시,금정구,건설폐기물,2010,496.7,495.8
부산광역시,금정구,지정폐기물,2010,338.3,0
부산광역시,강서구,생활계폐기물,2010,76.9,39.2
부산광역시,강서구,사업장배출시설계폐기물,2010,532.5,353.7
부산광역시,강서구,건설폐기물,2010,1238.3,1231.2
부산광역시,강서구,지정폐기물,2010,49.7,0
부산광역시,연제구,생활계폐기물,2010,178.9,127.5
부산광역시,연제구,사업장배출시설계폐기물,2010,0,0
부산광역시,연제구,건설폐기물,2010,405.9,404.9
부산광역시,연제구,지정폐기물,2010,317.2,0.1
부산광역시,수영구,생활계폐기물,2010,148,106.7
부산광역시,수영구,사업장배출시설계폐기물,2010,253.2,177.2
부산광역시,수영구,건설폐기물,2010,335.3,335.1
부산광역시,수영구,지정폐기물,2010,366.4,0.1
부산광역시,사상구,생활계폐기물,2010,279.2,190.7
부산광역시,사상구,사업장배출시설계폐기물,2010,504.4,465.1
부산광역시,사상구,건설폐기물,2010,442.6,437.1
부산광역시,사상구,지정폐기물,2010,410.4,0
부산광역시,기장군,생활계폐기물,2010,81.8,48.5
부산광역시,기장군,사업장배출시설계폐기물,2010,53.5,23
부산광역시,기장군,건설폐기물,2010,536.6,522.6
부산광역시,기장군,지정폐기물,2010,59,0
대구광역시,중구,생활계폐기물,2010,198.1,95.9
대구광역시,중구,사업장배출시설계폐기물,2010,0,0
대구광역시,중구,건설폐기물,2010,555,551.7
대구광역시,중구,지정폐기물,2010,1392,0
대구광역시,동구,생활계폐기물,2010,339.7,180.6
대구광역시,동구,사업장배출시설계폐기물,2010,29.2,28.5
대구광역시,동구,건설폐기물,2010,937.6,914.7
대구광역시,동구,지정폐기물,2010,451.7,0
대구광역시,서구,생활계폐기물,2010,246,145.2
대구광역시,서구,사업장배출시설계폐기물,2010,863.8,433.8
대구광역시,서구,건설폐기물,2010,624.9,623.4
대구광역시,서구,지정폐기물,2010,1143,0
대구광역시,남구,생활계폐기물,2010,251.6,114.3
대구광역시,남구,사업장배출시설계폐기물,2010,0,0
대구광역시,남구,건설폐기물,2010,263.2,262.9
대구광역시,남구,지정폐기물,2010,611.7,0
대구광역시,북구,생활계폐기물,2010,412.3,227
대구광역시,북구,사업장배출시설계폐기물,2010,263.5,75.4
대구광역시,북구,건설폐기물,2010,1059.5,1011.9
대구광역시,북구,지정폐기물,2010,541.9,1.6
대구광역시,수성구,생활계폐기물,2010,373.4,230.3
대구광역시,수성구,사업장배출시설계폐기물,2010,11.8,10.9
대구광역시,수성구,건설폐기물,2010,884.3,880.3
대구광역시,수성구,지정폐기물,2010,447.1,1.3
대구광역시,달서구,생활계폐기물,2010,535.3,297.7
대구광역시,달서구,사업장배출시설계폐기물,2010,488.4,77.1
대구광역시,달서구,건설폐기물,2010,874.9,867
대구광역시,달서구,지정폐기물,2010,761.9,0
대구광역시,달성군,생활계폐기물,2010,228.4,154.4
대구광역시,달성군,사업장배출시설계폐기물,2010,694.2,470.4
대구광역시,달성군,건설폐기물,2010,1171.8,1169.3
대구광역시,달성군,지정폐기물,2010,151.6,0
인천광역시,중구,생활계폐기물,2010,205,120
인천광역시,중구,사업장배출시설계폐기물,2010,517,360
인천광역시,중구,건설폐기물,2010,1308,1266
인천광역시,중구,지정폐기물,2010,9103,6898
인천광역시,동구,생활계폐기물,2010,104,79
인천광역시,동구,사업장배출시설계폐기물,2010,2924,2876
인천광역시,동구,건설폐기물,2010,464,448
인천광역시,동구,지정폐기물,2010,99055,33368
인천광역시,미추홀구,생활계폐기물,2010,402,284
인천광역시,미추홀구,사업장배출시설계폐기물,2010,111,53
인천광역시,미추홀구,건설폐기물,2010,888,865
인천광역시,미추홀구,지정폐기물,2010,11767,7418
인천광역시,연수구,생활계폐기물,2010,271,181
인천광역시,연수구,사업장배출시설계폐기물,2010,233,4
인천광역시,연수구,건설폐기물,2010,1059,1018
인천광역시,연수구,지정폐기물,2010,1687,870
인천광역시,남동구,생활계폐기물,2010,277,148
인천광역시,남동구,사업장배출시설계폐기물,2010,230,115
인천광역시,남동구,건설폐기물,2010,1061,1001
인천광역시,남동구,지정폐기물,2010,62754,34835
인천광역시,부평구,생활계폐기물,2010,484,317
인천광역시,부평구,사업장배출시설계폐기물,2010,183,121
인천광역시,부평구,건설폐기물,2010,1040,1009
인천광역시,부평구,지정폐기물,2010,9353,3278
인천광역시,계양구,생활계폐기물,2010,266,185
인천광역시,계양구,사업장배출시설계폐기물,2010,23,18
인천광역시,계양구,건설폐기물,2010,389,371
인천광역시,계양구,지정폐기물,2010,1630,683
인천광역시,서구,생활계폐기물,2010,222,125
인천광역시,서구,사업장배출시설계폐기물,2010,2004,1163
인천광역시,서구,건설폐기물,2010,3349,3282
인천광역시,서구,지정폐기물,2010,74480,30381
인천광역시,강화군,생활계폐기물,2010,66,43
인천광역시,강화군,사업장배출시설계폐기물,2010,79,71
인천광역시,강화군,건설폐기물,2010,321,316
인천광역시,강화군,지정폐기물,2010,477,35
인천광역시,옹진군,생활계폐기물,2010,20,13
인천광역시,옹진군,사업장배출시설계폐기물,2010,2658,1043
인천광역시,옹진군,건설폐기물,2010,198,197
인천광역시,옹진군,지정폐기물,2010,306,123
광주광역시,동구,생활계폐기물,2010,159.4,96
광주광역시,동구,사업장배출시설계폐기물,2010,12,0
광주광역시,동구,건설폐기물,2010,197,2
광주광역시,동구,지정폐기물,2010,0,0
광주광역시,서구,생활계폐기물,2010,342.6,214
광주광역시,서구,사업장배출시설계폐기물,2010,65,57
광주광역시,서구,건설폐기물,2010,535,533
광주광역시,서구,지정폐기물,2010,1,0
광주광역시,남구,생활계폐기물,2010,133.5,66
광주광역시,남구,사업장배출시설계폐기물,2010,1,1
광주광역시,남구,건설폐기물,2010,244,241
광주광역시,남구,지정폐기물,2010,3,0
광주광역시,북구,생활계폐기물,2010,403.9,242
광주광역시,북구,사업장배출시설계폐기물,2010,106,74
광주광역시,북구,건설폐기물,2010,1358,1356
광주광역시,북구,지정폐기물,2010,39,28
광주광역시,광산구,생활계폐기물,2010,291.1,196
광주광역시,광산구,사업장배출시설계폐기물,2010,301,207
광주광역시,광산구,건설폐기물,2010,543,541
광주광역시,광산구,지정폐기물,2010,31,22
대전광역시,동구,생활계폐기물,2010,300,168
대전광역시,동구,사업장배출시설계폐기물,2010,8,4
대전광역시,동구,건설폐기물,2010,409,404
대전광역시,동구,지정폐기물,2010,7887,4777
대전광역시,중구,생활계폐기물,2010,258,167
대전광역시,중구,사업장배출시설계폐기물,2010,74,39
대전광역시,중구,건설폐기물,2010,185,179
대전광역시,중구,지정폐기물,2010,7609,5469
대전광역시,서구,생활계폐기물,2010,429,276
대전광역시,서구,사업장배출시설계폐기물,2010,56,33
대전광역시,서구,건설폐기물,2010,369,363
대전광역시,서구,지정폐기물,2010,1324,805
대전광역시,유성구,생활계폐기물,2010,257,163
대전광역시,유성구,사업장배출시설계폐기물,2010,303,11
대전광역시,유성구,건설폐기물,2010,425,417
대전광역시,유성구,지정폐기물,2010,6839,2030
대전광역시,대덕구,생활계폐기물,2010,241,153
대전광역시,대덕구,사업장배출시설계폐기물,2010,288,127
대전광역시,대덕구,건설폐기물,2010,218,215
대전광역시,대덕구,지정폐기물,2010,12152,2459
울산광역시,중구,생활계폐기물,2010,207,149
울산광역시,중구,사업장배출시설계폐기물,2010,0,0
울산광역시,중구,건설폐기물,2010,563,536
울산광역시,중구,지정폐기물,2010,1,0
울산광역시,남구,생활계폐기물,2010,365,237
울산광역시,남구,사업장배출시설계폐기물,2010,2868,1932
울산광역시,남구,건설폐기물,2010,893,848
울산광역시,남구,지정폐기물,2010,469,172
울산광역시,동구,생활계폐기물,2010,186,128
울산광역시,동구,사업장배출시설계폐기물,2010,438,199
울산광역시,동구,건설폐기물,2010,672,667
울산광역시,동구,지정폐기물,2010,68,49
울산광역시,북구,생활계폐기물,2010,152,106
울산광역시,북구,사업장배출시설계폐기물,2010,781,701
울산광역시,북구,건설폐기물,2010,817,808
울산광역시,북구,지정폐기물,2010,53,31
울산광역시,울주군,생활계폐기물,2010,181,115
울산광역시,울주군,사업장배출시설계폐기물,2010,1856,1176
울산광역시,울주군,건설폐기물,2010,1647,1617
울산광역시,울주군,지정폐기물,2010,241,104
경기도,수원시,생활계폐기물,2010,1025,602
경기도,수원시,사업장배출시설계폐기물,2010,959,274
경기도,수원시,건설폐기물,2010,4105,4092
경기도,수원시,지정폐기물,2010,3172,1
경기도,성남시,생활계폐기물,2010,756,422
경기도,성남시,사업장배출시설계폐기물,2010,442,40
경기도,성남시,건설폐기물,2010,1583,1547
경기도,성남시,지정폐기물,2010,3057,0
경기도,의정부시,생활계폐기물,2010,455,266
경기도,의정부시,사업장배출시설계폐기물,2010,64,25
경기도,의정부시,건설폐기물,2010,956,862
경기도,의정부시,지정폐기물,2010,1408,0
경기도,안양시,생활계폐기물,2010,448,251
경기도,안양시,사업장배출시설계폐기물,2010,432,147
경기도,안양시,건설폐기물,2010,889,862
경기도,안양시,지정폐기물,2010,935,3
경기도,부천시,생활계폐기물,2010,728,502
경기도,부천시,사업장배출시설계폐기물,2010,410,52
경기도,부천시,건설폐기물,2010,786,763
경기도,부천시,지정폐기물,2010,2827,0
경기도,광명시,생활계폐기물,2010,272,134
경기도,광명시,사업장배출시설계폐기물,2010,89,46
경기도,광명시,건설폐기물,2010,665,627
경기도,광명시,지정폐기물,2010,397,0
경기도,평택시,생활계폐기물,2010,333,227
경기도,평택시,사업장배출시설계폐기물,2010,836,451
경기도,평택시,건설폐기물,2010,2146,2140
경기도,평택시,지정폐기물,2010,447,0
경기도,동두천시,생활계폐기물,2010,79,39
경기도,동두천시,사업장배출시설계폐기물,2010,608,283
경기도,동두천시,건설폐기물,2010,312,312
경기도,동두천시,지정폐기물,2010,181,0
경기도,안산시,생활계폐기물,2010,437,251
경기도,안산시,사업장배출시설계폐기물,2010,1978,505
경기도,안산시,건설폐기물,2010,944,925
경기도,안산시,지정폐기물,2010,1284,0
경기도,고양시,생활계폐기물,2010,844,541
경기도,고양시,사업장배출시설계폐기물,2010,786,168
경기도,고양시,건설폐기물,2010,2990,2856
경기도,고양시,지정폐기물,2010,2626,1
경기도,과천시,생활계폐기물,2010,80,29
경기도,과천시,사업장배출시설계폐기물,2010,22,13
경기도,과천시,건설폐기물,2010,101,98
경기도,과천시,지정폐기물,2010,29,0
경기도,구리시,생활계폐기물,2010,210,103
경기도,구리시,사업장배출시설계폐기물,2010,115,31
경기도,구리시,건설폐기물,2010,244,243
경기도,구리시,지정폐기물,2010,378,1
경기도,남양주시,생활계폐기물,2010,422,293
경기도,남양주시,사업장배출시설계폐기물,2010,585,129
경기도,남양주시,건설폐기물,2010,1627,1613
경기도,남양주시,지정폐기물,2010,374,0
경기도,오산시,생활계폐기물,2010,145,86
경기도,오산시,사업장배출시설계폐기물,2010,294,108
경기도,오산시,건설폐기물,2010,827,798
경기도,오산시,지정폐기물,2010,200,0
경기도,시흥시,생활계폐기물,2010,303,178
경기도,시흥시,사업장배출시설계폐기물,2010,830,162
경기도,시흥시,건설폐기물,2010,1047,1036
경기도,시흥시,지정폐기물,2010,314,0
경기도,군포시,생활계폐기물,2010,305,205
경기도,군포시,사업장배출시설계폐기물,2010,176,65
경기도,군포시,건설폐기물,2010,418,408
경기도,군포시,지정폐기물,2010,254,4
경기도,의왕시,생활계폐기물,2010,122,72
경기도,의왕시,사업장배출시설계폐기물,2010,40,31
경기도,의왕시,건설폐기물,2010,327,317
경기도,의왕시,지정폐기물,2010,100,0
경기도,하남시,생활계폐기물,2010,168,86
경기도,하남시,사업장배출시설계폐기물,2010,45,38
경기도,하남시,건설폐기물,2010,331,320
경기도,하남시,지정폐기물,2010,45,0
경기도,용인시,생활계폐기물,2010,787,393
경기도,용인시,사업장배출시설계폐기물,2010,795,356
경기도,용인시,건설폐기물,2010,3079,3067
경기도,용인시,지정폐기물,2010,1831,0
경기도,파주시,생활계폐기물,2010,357,276
경기도,파주시,사업장배출시설계폐기물,2010,688,443
경기도,파주시,건설폐기물,2010,2605,2574
경기도,파주시,지정폐기물,2010,216,0
경기도,이천시,생활계폐기물,2010,203,140
경기도,이천시,사업장배출시설계폐기물,2010,669,551
경기도,이천시,건설폐기물,2010,870,870
경기도,이천시,지정폐기물,2010,221,0
경기도,안성시,생활계폐기물,2010,323,242
경기도,안성시,사업장배출시설계폐기물,2010,322,258
경기도,안성시,건설폐기물,2010,688,687
경기도,안성시,지정폐기물,2010,386,0
경기도,김포시,생활계폐기물,2010,200,137
경기도,김포시,사업장배출시설계폐기물,2010,316,255
경기도,김포시,건설폐기물,2010,1996,1941
경기도,김포시,지정폐기물,2010,407,0
경기도,화성시,생활계폐기물,2010,324,228
경기도,화성시,사업장배출시설계폐기물,2010,820,506
경기도,화성시,건설폐기물,2010,3282,3244
경기도,화성시,지정폐기물,2010,264,1
경기도,광주시,생활계폐기물,2010,262,175
경기도,광주시,사업장배출시설계폐기물,2010,238,161
경기도,광주시,건설폐기물,2010,549,515
경기도,광주시,지정폐기물,2010,65,0
경기도,양주시,생활계폐기물,2010,229,167
경기도,양주시,사업장배출시설계폐기물,2010,752,322
경기도,양주시,건설폐기물,2010,3253,3200
경기도,양주시,지정폐기물,2010,83,0
경기도,포천시,생활계폐기물,2010,125,78
경기도,포천시,사업장배출시설계폐기물,2010,703,454
경기도,포천시,건설폐기물,2010,554,553
경기도,포천시,지정폐기물,2010,249,0
경기도,여주시,생활계폐기물,2010,,
경기도,여주시,사업장배출시설계폐기물,2010,,
경기도,여주시,건설폐기물,2010,,
경기도,여주시,지정폐기물,2010,,
경기도,연천군,생활계폐기물,2010,60,33
경기도,연천군,사업장배출시설계폐기물,2010,122,90
경기도,연천군,건설폐기물,2010,490,490
경기도,연천군,지정폐기물,2010,298,0
경기도,가평군,생활계폐기물,2010,60,19
경기도,가평군,사업장배출시설계폐기물,2010,40,25
경기도,가평군,건설폐기물,2010,310,310
경기도,가평군,지정폐기물,2010,39,0
경기도,양평군,생활계폐기물,2010,84,48
경기도,양평군,사업장배출시설계폐기물,2010,54,31
경기도,양평군,건설폐기물,2010,747,746
경기도,양평군,지정폐기물,2010,133,0
강원도,춘천시,생활계폐기물,2010,173558,102383
강원도,춘천시,사업장배출시설계폐기물,2010,22995,9965
강원도,춘천시,건설폐기물,2010,240134,239112
강원도,춘천시,지정폐기물,2010,5439,2957
강원도,원주시,생활계폐기물,2010,122348,82636
강원도,원주시,사업장배출시설계폐기물,2010,128407,61539
강원도,원주시,건설폐기물,2010,360073,359744
강원도,원주시,지정폐기물,2010,11753,6862
강원도,강릉시,생활계폐기물,2010,122677,80118
강원도,강릉시,사업장배출시설계폐기물,2010,1056164,1027329
강원도,강릉시,건설폐기물,2010,270319,270283
강원도,강릉시,지정폐기물,2010,5183,2519
강원도,동해시,생활계폐기물,2010,39639,16133
강원도,동해시,사업장배출시설계폐기물,2010,844939,796832
강원도,동해시,건설폐기물,2010,139248,139248
강원도,동해시,지정폐기물,2010,1351,621
강원도,태백시,생활계폐기물,2010,44092,30697
강원도,태백시,사업장배출시설계폐기물,2010,2300,2300
강원도,태백시,건설폐기물,2010,56283,56283
강원도,태백시,지정폐기물,2010,803,110
강원도,속초시,생활계폐기물,2010,66759,35077
강원도,속초시,사업장배출시설계폐기물,2010,10257,6242
강원도,속초시,건설폐기물,2010,125487,122969
강원도,속초시,지정폐기물,2010,803,292
강원도,삼척시,생활계폐기물,2010,37413,11388
강원도,삼척시,사업장배출시설계폐기물,2010,2884,1716
강원도,삼척시,건설폐기물,2010,232505,230936
강원도,삼척시,지정폐기물,2010,1789,511
강원도,홍천군,생활계폐기물,2010,41355,24017
강원도,홍천군,사업장배출시설계폐기물,2010,46830,43581
강원도,홍천군,건설폐기물,2010,131583,131583
강원도,홍천군,지정폐기물,2010,1059,183
강원도,횡성군,생활계폐기물,2010,19747,10293
강원도,횡성군,사업장배출시설계폐기물,2010,6899,3833
강원도,횡성군,건설폐기물,2010,115486,115486
강원도,횡성군,지정폐기물,2010,329,73
강원도,영월군,생활계폐기물,2010,14819,6680
강원도,영월군,사업장배출시설계폐기물,2010,31390,31390
강원도,영월군,건설폐기물,2010,169579,169579
강원도,영월군,지정폐기물,2010,767,183
강원도,평창군,생활계폐기물,2010,62744,56721
강원도,평창군,사업장배출시설계폐기물,2010,16973,11899
강원도,평창군,건설폐기물,2010,209656,209656
강원도,평창군,지정폐기물,2010,292,37
강원도,정선군,생활계폐기물,2010,21134,9563
강원도,정선군,사업장배출시설계폐기물,2010,4307,2738
강원도,정선군,건설폐기물,2010,131327,131145
강원도,정선군,지정폐기물,2010,475,146
강원도,철원군,생활계폐기물,2010,15987,9381
강원도,철원군,사업장배출시설계폐기물,2010,8979,8943
강원도,철원군,건설폐기물,2010,85812,85775
강원도,철원군,지정폐기물,2010,548,183
강원도,화천군,생활계폐기물,2010,16097,5694
강원도,화천군,사업장배출시설계폐기물,2010,1971,37
강원도,화천군,건설폐기물,2010,95667,95667
강원도,화천군,지정폐기물,2010,402,0
강원도,양구군,생활계폐기물,2010,13432,3577
강원도,양구군,사업장배출시설계폐기물,2010,1387,110
강원도,양구군,건설폐기물,2010,33106,33033
강원도,양구군,지정폐기물,2010,219,0
강원도,인제군,생활계폐기물,2010,21572,6789
강원도,인제군,사업장배출시설계폐기물,2010,1752,1387
강원도,인제군,건설폐기물,2010,115486,115486
강원도,인제군,지정폐기물,2010,548,0
강원도,고성군,생활계폐기물,2010,20623,7154
강원도,고성군,사업장배출시설계폐기물,2010,7665,3687
강원도,고성군,건설폐기물,2010,109026,108916
강원도,고성군,지정폐기물,2010,475,73
강원도,양양군,생활계폐기물,2010,14527,3650
강원도,양양군,사업장배출시설계폐기물,2010,3176,2592
강원도,양양군,건설폐기물,2010,132751,132751
강원도,양양군,지정폐기물,2010,1022,37
충청북도,청주시,생활계폐기물,2010,749,445
충청북도,청주시,사업장배출시설계폐기물,2010,752,357
충청북도,청주시,건설폐기물,2010,1323,1300
충청북도,청주시,지정폐기물,2010,111,82
충청북도,충주시,생활계폐기물,2010,220,142
충청북도,충주시,사업장배출시설계폐기물,2010,352,292
충청북도,충주시,건설폐기물,2010,1199,1198
충청북도,충주시,지정폐기물,2010,33,22
충청북도,제천시,생활계폐기물,2010,128,40
충청북도,제천시,사업장배출시설계폐기물,2010,270,251
충청북도,제천시,건설폐기물,2010,742,742
충청북도,제천시,지정폐기물,2010,10,3
충청북도,보은군,생활계폐기물,2010,39,22
충청북도,보은군,사업장배출시설계폐기물,2010,59,53
충청북도,보은군,건설폐기물,2010,312,312
충청북도,보은군,지정폐기물,2010,2,1
충청북도,옥천군,생활계폐기물,2010,38,8
충청북도,옥천군,사업장배출시설계폐기물,2010,61,41
충청북도,옥천군,건설폐기물,2010,336,336
충청북도,옥천군,지정폐기물,2010,3,1
충청북도,영동군,생활계폐기물,2010,35,15
충청북도,영동군,사업장배출시설계폐기물,2010,127,72
충청북도,영동군,건설폐기물,2010,594,593
충청북도,영동군,지정폐기물,2010,4,1
충청북도,증평군,생활계폐기물,2010,19,4
충청북도,증평군,사업장배출시설계폐기물,2010,51,36
충청북도,증평군,건설폐기물,2010,123,120
충청북도,증평군,지정폐기물,2010,26,23
충청북도,진천군,생활계폐기물,2010,63,24
충청북도,진천군,사업장배출시설계폐기물,2010,528,430
충청북도,진천군,건설폐기물,2010,760,759
충청북도,진천군,지정폐기물,2010,45,22
충청북도,괴산군,생활계폐기물,2010,30,12
충청북도,괴산군,사업장배출시설계폐기물,2010,29,23
충청북도,괴산군,건설폐기물,2010,393,393
충청북도,괴산군,지정폐기물,2010,2,0
충청북도,음성군,생활계폐기물,2010,92,51
충청북도,음성군,사업장배출시설계폐기물,2010,364,240
충청북도,음성군,건설폐기물,2010,978,976
충청북도,음성군,지정폐기물,2010,50,32
충청북도,단양군,생활계폐기물,2010,42,23
충청북도,단양군,사업장배출시설계폐기물,2010,33,27
충청북도,단양군,건설폐기물,2010,362,362
충청북도,단양군,지정폐기물,2010,2,1
충청남도,천안시,생활계폐기물,2010,717,437
충청남도,천안시,사업장배출시설계폐기물,2010,1057,675
충청남도,천안시,건설폐기물,2010,1957,1933
충청남도,천안시,지정폐기물,2010,2294,276
충청남도,공주시,생활계폐기물,2010,115,62
충청남도,공주시,사업장배출시설계폐기물,2010,15,12
충청남도,공주시,건설폐기물,2010,305106,305106
충청남도,공주시,지정폐기물,2010,0,0
충청남도,보령시,생활계폐기물,2010,72,23
충청남도,보령시,사업장배출시설계폐기물,2010,3530,2037
충청남도,보령시,건설폐기물,2010,812,810
충청남도,보령시,지정폐기물,2010,1167,243
충청남도,아산시,생활계폐기물,2010,191,87
충청남도,아산시,사업장배출시설계폐기물,2010,1276,1157
충청남도,아산시,건설폐기물,2010,1208,1186
충청남도,아산시,지정폐기물,2010,9358,2602
충청남도,서산시,생활계폐기물,2010,152,62
충청남도,서산시,사업장배출시설계폐기물,2010,96400,54320
충청남도,서산시,건설폐기물,2010,25000,21272
충청남도,서산시,지정폐기물,2010,1988,217
충청남도,논산시,생활계폐기물,2010,146,74
충청남도,논산시,사업장배출시설계폐기물,2010,149,103
충청남도,논산시,건설폐기물,2010,503,502
충청남도,논산시,지정폐기물,2010,1687,434
충청남도,계룡시,생활계폐기물,2010,32,16
충청남도,계룡시,사업장배출시설계폐기물,2010,23,7
충청남도,계룡시,건설폐기물,2010,85,84
충청남도,계룡시,지정폐기물,2010,132,7
충청남도,당진시,생활계폐기물,2010,,
충청남도,당진시,사업장배출시설계폐기물,2010,,
충청남도,당진시,건설폐기물,2010,,
충청남도,당진시,지정폐기물,2010,,
충청남도,금산군,생활계폐기물,2010,34,3
충청남도,금산군,사업장배출시설계폐기물,2010,0,0
충청남도,금산군,건설폐기물,2010,0,0
충청남도,금산군,지정폐기물,2010,0,0
충청남도,부여군,생활계폐기물,2010,61,36
충청남도,부여군,사업장배출시설계폐기물,2010,168,161
충청남도,부여군,건설폐기물,2010,617,616
충청남도,부여군,지정폐기물,2010,304,0
충청남도,서천군,생활계폐기물,2010,39,14
충청남도,서천군,사업장배출시설계폐기물,2010,1256,676
충청남도,서천군,건설폐기물,2010,411,411
충청남도,서천군,지정폐기물,2010,2,0
충청남도,청양군,생활계폐기물,2010,30,12
충청남도,청양군,사업장배출시설계폐기물,2010,40,22
충청남도,청양군,건설폐기물,2010,674,674
충청남도,청양군,지정폐기물,2010,264,1
충청남도,홍성군,생활계폐기물,2010,61,19
충청남도,홍성군,사업장배출시설계폐기물,2010,68,48
충청남도,홍성군,건설폐기물,2010,481,481
충청남도,홍성군,지정폐기물,2010,570,85
충청남도,예산군,생활계폐기물,2010,54,15
충청남도,예산군,사업장배출시설계폐기물,2010,199,99
충청남도,예산군,건설폐기물,2010,788,787
충청남도,예산군,지정폐기물,2010,0,0
충청남도,태안군,생활계폐기물,2010,68,35
충청남도,태안군,사업장배출시설계폐기물,2010,1249103,1086204
충청남도,태안군,건설폐기물,2010,113420,112997
충청남도,태안군,지정폐기물,2010,2108,618
전라북도,전주시,생활계폐기물,2010,562,442
전라북도,전주시,사업장배출시설계폐기물,2010,1757,508
전라북도,전주시,건설폐기물,2010,1625,1625
전라북도,전주시,지정폐기물,2010,15,11
전라북도,군산시,생활계폐기물,2010,210,101
전라북도,군산시,사업장배출시설계폐기물,2010,1782,1296
전라북도,군산시,건설폐기물,2010,848,847
전라북도,군산시,지정폐기물,2010,13,4
전라북도,익산시,생활계폐기물,2010,250,160
전라북도,익산시,사업장배출시설계폐기물,2010,1248,834
전라북도,익산시,건설폐기물,2010,398,397
전라북도,익산시,지정폐기물,2010,20,3
전라북도,정읍시,생활계폐기물,2010,76,37
전라북도,정읍시,사업장배출시설계폐기물,2010,199,102
전라북도,정읍시,건설폐기물,2010,591,590
전라북도,정읍시,지정폐기물,2010,5,2
전라북도,남원시,생활계폐기물,2010,70,26
전라북도,남원시,사업장배출시설계폐기물,2010,186,161
전라북도,남원시,건설폐기물,2010,759,757
전라북도,남원시,지정폐기물,2010,1,0
전라북도,김제시,생활계폐기물,2010,55,35
전라북도,김제시,사업장배출시설계폐기물,2010,157,119
전라북도,김제시,건설폐기물,2010,475,473
전라북도,김제시,지정폐기물,2010,1,0
전라북도,완주군,생활계폐기물,2010,35,22
전라북도,완주군,사업장배출시설계폐기물,2010,224,187
전라북도,완주군,건설폐기물,2010,316,313
전라북도,완주군,지정폐기물,2010,5,0
전라북도,진안군,생활계폐기물,2010,23,6
전라북도,진안군,사업장배출시설계폐기물,2010,24,23
전라북도,진안군,건설폐기물,2010,304,303
전라북도,진안군,지정폐기물,2010,1,
전라북도,무주군,생활계폐기물,2010,18,6
전라북도,무주군,사업장배출시설계폐기물,2010,7,4
전라북도,무주군,건설폐기물,2010,247,245
전라북도,무주군,지정폐기물,2010,2,
전라북도,장수군,생활계폐기물,2010,26,12
전라북도,장수군,사업장배출시설계폐기물,2010,11,0
전라북도,장수군,건설폐기물,2010,287,254
전라북도,장수군,지정폐기물,2010,0,
전라북도,임실군,생활계폐기물,2010,21,8
전라북도,임실군,사업장배출시설계폐기물,2010,37,33
전라북도,임실군,건설폐기물,2010,351,351
전라북도,임실군,지정폐기물,2010,1,0
전라북도,순창군,생활계폐기물,2010,22,10
전라북도,순창군,사업장배출시설계폐기물,2010,38,16
전라북도,순창군,건설폐기물,2010,162,162
전라북도,순창군,지정폐기물,2010,1,
전라북도,고창군,생활계폐기물,2010,45,30
전라북도,고창군,사업장배출시설계폐기물,2010,12,3
전라북도,고창군,건설폐기물,2010,407,398
전라북도,고창군,지정폐기물,2010,1,
전라북도,부안군,생활계폐기물,2010,46,30
전라북도,부안군,사업장배출시설계폐기물,2010,18,8
전라북도,부안군,건설폐기물,2010,402,402
전라북도,부안군,지정폐기물,2010,13,4
전라북도,전라남도,생활계폐기물,2010,1811,658
전라북도,전라남도,사업장배출시설계폐기물,2010,25338,23291
전라북도,전라남도,건설폐기물,2010,10041,9880
전라북도,전라남도,지정폐기물,2010,215831,93056
전라북도,목포시,생활계폐기물,2010,292,82
전라북도,목포시,사업장배출시설계폐기물,2010,83,33.1
전라북도,목포시,건설폐기물,2010,500,484.6
전라북도,목포시,지정폐기물,2010,942,278
전라북도,여수시,생활계폐기물,2010,359,98.4
전라북도,여수시,사업장배출시설계폐기물,2010,2389,1561.2
전라북도,여수시,건설폐기물,2010,1762,1716.5
전라북도,여수시,지정폐기물,2010,128628,77371.3
전라북도,순천시,생활계폐기물,2010,274,79.3
전라북도,순천시,사업장배출시설계폐기물,2010,555,326.7
