시도,행정구역별,폐기물별,년도,발생량[톤/일],재활용[톤/일]
서울특별시,종로구,생활계폐기물,2009,433,273
서울특별시,종로구,사업장배출시설계폐기물,2009,0,0
서울특별시,종로구,건설폐기물,2009,645,610
서울특별시,종로구,지정폐기물,2009,3,1
서울특별시,중구,생활계폐기물,2009,621,405
서울특별시,중구,사업장배출시설계폐기물,2009,0,0
서울특별시,중구,건설폐기물,2009,1652,1595
서울특별시,중구,지정폐기물,2009,9,4
서울특별시,용산구,생활계폐기물,2009,284,149
서울특별시,용산구,사업장배출시설계폐기물,2009,0,0
서울특별시,용산구,건설폐기물,2009,1911,1888
서울특별시,용산구,지정폐기물,2009,4,2
서울특별시,성동구,생활계폐기물,2009,300,180
서울특별시,성동구,사업장배출시설계폐기물,2009,645,366
서울특별시,성동구,건설폐기물,2009,1978,1348
서울특별시,성동구,지정폐기물,2009,20,11
서울특별시,광진구,생활계폐기물,2009,376,246
서울특별시,광진구,사업장배출시설계폐기물,2009,47,47
서울특별시,광진구,건설폐기물,2009,668,650
서울특별시,광진구,지정폐기물,2009,3,1
서울특별시,동대문구,생활계폐기물,2009,422,263
서울특별시,동대문구,사업장배출시설계폐기물,2009,27,27
서울특별시,동대문구,건설폐기물,2009,1346,1328
서울특별시,동대문구,지정폐기물,2009,1,1
서울특별시,중랑구,생활계폐기물,2009,292,169
서울특별시,중랑구,사업장배출시설계폐기물,2009,0,0
서울특별시,중랑구,건설폐기물,2009,588,586
서울특별시,중랑구,지정폐기물,2009,3,2
서울특별시,성북구,생활계폐기물,2009,425,284
서울특별시,성북구,사업장배출시설계폐기물,2009,32,7
서울특별시,성북구,건설폐기물,2009,1797,1732
서울특별시,성북구,지정폐기물,2009,3,2
서울특별시,강북구,생활계폐기물,2009,327,232
서울특별시,강북구,사업장배출시설계폐기물,2009,0,0
서울특별시,강북구,건설폐기물,2009,806,796
서울특별시,강북구,지정폐기물,2009,2,1
서울특별시,도봉구,생활계폐기물,2009,398,311
서울특별시,도봉구,사업장배출시설계폐기물,2009,0,0
서울특별시,도봉구,건설폐기물,2009,318,313
서울특별시,도봉구,지정폐기물,2009,6,4
서울특별시,노원구,생활계폐기물,2009,420,272
서울특별시,노원구,사업장배출시설계폐기물,2009,52,0
서울특별시,노원구,건설폐기물,2009,428,416
서울특별시,노원구,지정폐기물,2009,9,1
서울특별시,은평구,생활계폐기물,2009,286,139
서울특별시,은평구,사업장배출시설계폐기물,2009,3,0
서울특별시,은평구,건설폐기물,2009,3315,3242
서울특별시,은평구,지정폐기물,2009,3,2
서울특별시,서대문구,생활계폐기물,2009,268,139
서울특별시,서대문구,사업장배출시설계폐기물,2009,3,0
서울특별시,서대문구,건설폐기물,2009,815,797
서울특별시,서대문구,지정폐기물,2009,1,1
서울특별시,마포구,생활계폐기물,2009,417,269
서울특별시,마포구,사업장배출시설계폐기물,2009,88,76
서울특별시,마포구,건설폐기물,2009,2068,2038
서울특별시,마포구,지정폐기물,2009,36,4
서울특별시,양천구,생활계폐기물,2009,505,339
서울특별시,양천구,사업장배출시설계폐기물,2009,6,5
서울특별시,양천구,건설폐기물,2009,713,661
서울특별시,양천구,지정폐기물,2009,15,1
서울특별시,강서구,생활계폐기물,2009,520,378
서울특별시,강서구,사업장배출시설계폐기물,2009,689,4
서울특별시,강서구,건설폐기물,2009,1394,1265
서울특별시,강서구,지정폐기물,2009,7,2
서울특별시,구로구,생활계폐기물,2009,442,295
서울특별시,구로구,사업장배출시설계폐기물,2009,7,34
서울특별시,구로구,건설폐기물,2009,877,846
서울특별시,구로구,지정폐기물,2009,4,3
서울특별시,금천구,생활계폐기물,2009,222,134
서울특별시,금천구,사업장배출시설계폐기물,2009,8,0
서울특별시,금천구,건설폐기물,2009,1550,1528
서울특별시,금천구,지정폐기물,2009,7,3
서울특별시,영등포구,생활계폐기물,2009,600,412
서울특별시,영등포구,사업장배출시설계폐기물,2009,41,0
서울특별시,영등포구,건설폐기물,2009,1164,1112
서울특별시,영등포구,지정폐기물,2009,6,4
서울특별시,동작구,생활계폐기물,2009,401,224
서울특별시,동작구,사업장배출시설계폐기물,2009,2,0
서울특별시,동작구,건설폐기물,2009,1371,1350
서울특별시,동작구,지정폐기물,2009,4,2
서울특별시,관악구,생활계폐기물,2009,540,385
서울특별시,관악구,사업장배출시설계폐기물,2009,0,0
서울특별시,관악구,건설폐기물,2009,716,696
서울특별시,관악구,지정폐기물,2009,2,1
서울특별시,서초구,생활계폐기물,2009,571,381
서울특별시,서초구,사업장배출시설계폐기물,2009,0,0
서울특별시,서초구,건설폐기물,2009,1724,1634
서울특별시,서초구,지정폐기물,2009,5,3
서울특별시,강남구,생활계폐기물,2009,943,582
서울특별시,강남구,사업장배출시설계폐기물,2009,561,192
서울특별시,강남구,건설폐기물,2009,1540,1381
서울특별시,강남구,지정폐기물,2009,39,6
서울특별시,송파구,생활계폐기물,2009,936,696
서울특별시,송파구,사업장배출시설계폐기물,2009,12,12
서울특별시,송파구,건설폐기물,2009,1535,1475
서울특별시,송파구,지정폐기물,2009,18,9
서울특별시,강동구,생활계폐기물,2009,496,351
서울특별시,강동구,사업장배출시설계폐기물,2009,99,99
서울특별시,강동구,건설폐기물,2009,855,813
서울특별시,강동구,지정폐기물,2009,4,3
부산광역시,중구,생활계폐기물,2009,82,38
부산광역시,중구,사업장배출시설계폐기물,2009,0,0
부산광역시,중구,건설폐기물,2009,167,166
부산광역시,중구,지정폐기물,2009,61,55
부산광역시,서구,생활계폐기물,2009,125,85
부산광역시,서구,사업장배출시설계폐기물,2009,49,18
부산광역시,서구,건설폐기물,2009,354,354
부산광역시,서구,지정폐기물,2009,3,2
부산광역시,동구,생활계폐기물,2009,104,71
부산광역시,동구,사업장배출시설계폐기물,2009,0,0
부산광역시,동구,건설폐기물,2009,350,344
부산광역시,동구,지정폐기물,2009,14,13
부산광역시,영도구,생활계폐기물,2009,132,99
부산광역시,영도구,사업장배출시설계폐기물,2009,47,18
부산광역시,영도구,건설폐기물,2009,322,322
부산광역시,영도구,지정폐기물,2009,73,60
부산광역시,부산진구,생활계폐기물,2009,395,268
부산광역시,부산진구,사업장배출시설계폐기물,2009,2,0
부산광역시,부산진구,건설폐기물,2009,768,654
부산광역시,부산진구,지정폐기물,2009,4,3
부산광역시,동래구,생활계폐기물,2009,252,175
부산광역시,동래구,사업장배출시설계폐기물,2009,161,8
부산광역시,동래구,건설폐기물,2009,638,637
부산광역시,동래구,지정폐기물,2009,15,13
부산광역시,남구,생활계폐기물,2009,244,174
부산광역시,남구,사업장배출시설계폐기물,2009,106,14
부산광역시,남구,건설폐기물,2009,442,441
부산광역시,남구,지정폐기물,2009,10,3
부산광역시,북구,생활계폐기물,2009,266,202
부산광역시,북구,사업장배출시설계폐기물,2009,40,5
부산광역시,북구,건설폐기물,2009,481,461
부산광역시,북구,지정폐기물,2009,2,2
부산광역시,해운대구,생활계폐기물,2009,379,272
부산광역시,해운대구,사업장배출시설계폐기물,2009,115,1
부산광역시,해운대구,건설폐기물,2009,1239,1221
부산광역시,해운대구,지정폐기물,2009,6,5
부산광역시,사하구,생활계폐기물,2009,339,213
부산광역시,사하구,사업장배출시설계폐기물,2009,1518,1090
부산광역시,사하구,건설폐기물,2009,834,798
부산광역시,사하구,지정폐기물,2009,92,82
부산광역시,금정구,생활계폐기물,2009,230,167
부산광역시,금정구,사업장배출시설계폐기물,2009,9,6
부산광역시,금정구,건설폐기물,2009,555,554
부산광역시,금정구,지정폐기물,2009,35,35
부산광역시,강서구,생활계폐기물,2009,73,40
부산광역시,강서구,사업장배출시설계폐기물,2009,596,326
부산광역시,강서구,건설폐기물,2009,821,819
부산광역시,강서구,지정폐기물,2009,156,138
부산광역시,연제구,생활계폐기물,2009,183,131
부산광역시,연제구,사업장배출시설계폐기물,2009,0,0
부산광역시,연제구,건설폐기물,2009,398,398
부산광역시,연제구,지정폐기물,2009,4,2
부산광역시,수영구,생활계폐기물,2009,149,111
부산광역시,수영구,사업장배출시설계폐기물,2009,5,5
부산광역시,수영구,건설폐기물,2009,485,484
부산광역시,수영구,지정폐기물,2009,2,1
부산광역시,사상구,생활계폐기물,2009,290,197
부산광역시,사상구,사업장배출시설계폐기물,2009,482,427
부산광역시,사상구,건설폐기물,2009,363,359
부산광역시,사상구,지정폐기물,2009,8,6
부산광역시,기장군,생활계폐기물,2009,81,48
부산광역시,기장군,사업장배출시설계폐기물,2009,44,9
부산광역시,기장군,건설폐기물,2009,789,783
부산광역시,기장군,지정폐기물,2009,7,6
대구광역시,중구,생활계폐기물,2009,175,60
대구광역시,중구,사업장배출시설계폐기물,2009,0,0
대구광역시,중구,건설폐기물,2009,379,377
대구광역시,중구,지정폐기물,2009,1,0
대구광역시,동구,생활계폐기물,2009,331,98
대구광역시,동구,사업장배출시설계폐기물,2009,32,30
대구광역시,동구,건설폐기물,2009,1747,1694
대구광역시,동구,지정폐기물,2009,4,2
대구광역시,서구,생활계폐기물,2009,258,99
대구광역시,서구,사업장배출시설계폐기물,2009,719,173
대구광역시,서구,건설폐기물,2009,417,416
대구광역시,서구,지정폐기물,2009,52,30
대구광역시,남구,생활계폐기물,2009,213,78
대구광역시,남구,사업장배출시설계폐기물,2009,0,0
대구광역시,남구,건설폐기물,2009,297,297
대구광역시,남구,지정폐기물,2009,1,0
대구광역시,북구,생활계폐기물,2009,433,118
대구광역시,북구,사업장배출시설계폐기물,2009,254,77
대구광역시,북구,건설폐기물,2009,690,678
대구광역시,북구,지정폐기물,2009,51,45
대구광역시,수성구,생활계폐기물,2009,399,114
대구광역시,수성구,사업장배출시설계폐기물,2009,11,10
대구광역시,수성구,건설폐기물,2009,813,809
대구광역시,수성구,지정폐기물,2009,2,1
대구광역시,달서구,생활계폐기물,2009,529,130
대구광역시,달서구,사업장배출시설계폐기물,2009,428,107
대구광역시,달서구,건설폐기물,2009,978,971
대구광역시,달서구,지정폐기물,2009,77,33
대구광역시,달성군,생활계폐기물,2009,210,108
대구광역시,달성군,사업장배출시설계폐기물,2009,669,500
대구광역시,달성군,건설폐기물,2009,886,884
대구광역시,달성군,지정폐기물,2009,27,14
인천광역시,중구,생활계폐기물,2009,226,143
인천광역시,중구,사업장배출시설계폐기물,2009,304,137
인천광역시,중구,건설폐기물,2009,0,0
인천광역시,중구,지정폐기물,2009,0,0
인천광역시,동구,생활계폐기물,2009,104,81
인천광역시,동구,사업장배출시설계폐기물,2009,2622,2470
인천광역시,동구,건설폐기물,2009,0,0
인천광역시,동구,지정폐기물,2009,0,0
인천광역시,미추홀구,생활계폐기물,2009,397,245
인천광역시,미추홀구,사업장배출시설계폐기물,2009,4811,148
인천광역시,미추홀구,건설폐기물,2009,0,0
인천광역시,미추홀구,지정폐기물,2009,0,0
인천광역시,연수구,생활계폐기물,2009,148,86
인천광역시,연수구,사업장배출시설계폐기물,2009,213,6
인천광역시,연수구,건설폐기물,2009,0,0
인천광역시,연수구,지정폐기물,2009,0,0
인천광역시,남동구,생활계폐기물,2009,337,182
인천광역시,남동구,사업장배출시설계폐기물,2009,484,333
인천광역시,남동구,건설폐기물,2009,0,0
인천광역시,남동구,지정폐기물,2009,0,0
인천광역시,부평구,생활계폐기물,2009,308,135
인천광역시,부평구,사업장배출시설계폐기물,2009,122,73
인천광역시,부평구,건설폐기물,2009,0,0
인천광역시,부평구,지정폐기물,2009,0,0
인천광역시,계양구,생활계폐기물,2009,285,203
인천광역시,계양구,사업장배출시설계폐기물,2009,20,17
인천광역시,계양구,건설폐기물,2009,0,0
인천광역시,계양구,지정폐기물,2009,0,0
인천광역시,서구,생활계폐기물,2009,241,127
인천광역시,서구,사업장배출시설계폐기물,2009,1323,783
인천광역시,서구,건설폐기물,2009,0,0
인천광역시,서구,지정폐기물,2009,0,0
인천광역시,강화군,생활계폐기물,2009,52,33
인천광역시,강화군,사업장배출시설계폐기물,2009,79,74
인천광역시,강화군,건설폐기물,2009,0,0
인천광역시,강화군,지정폐기물,2009,0,0
인천광역시,옹진군,생활계폐기물,2009,23,15
인천광역시,옹진군,사업장배출시설계폐기물,2009,2712,1372
인천광역시,옹진군,건설폐기물,2009,0,0
인천광역시,옹진군,지정폐기물,2009,0,0
광주광역시,동구,생활계폐기물,2009,183,113
광주광역시,동구,사업장배출시설계폐기물,2009,29,8
광주광역시,동구,건설폐기물,2009,582,573
광주광역시,동구,지정폐기물,2009,4,0
광주광역시,서구,생활계폐기물,2009,324,191
광주광역시,서구,사업장배출시설계폐기물,2009,324,129
광주광역시,서구,건설폐기물,2009,476,474
광주광역시,서구,지정폐기물,2009,2,0
광주광역시,남구,생활계폐기물,2009,200,117
광주광역시,남구,사업장배출시설계폐기물,2009,21,4
광주광역시,남구,건설폐기물,2009,149,149
광주광역시,남구,지정폐기물,2009,2,1
광주광역시,북구,생활계폐기물,2009,421,251
광주광역시,북구,사업장배출시설계폐기물,2009,57,42
광주광역시,북구,건설폐기물,2009,424,422
광주광역시,북구,지정폐기물,2009,25,19
광주광역시,광산구,생활계폐기물,2009,327,225
광주광역시,광산구,사업장배출시설계폐기물,2009,284,197
광주광역시,광산구,건설폐기물,2009,757,754
광주광역시,광산구,지정폐기물,2009,28,20
대전광역시,동구,생활계폐기물,2009,260,161
대전광역시,동구,사업장배출시설계폐기물,2009,7,1
대전광역시,동구,건설폐기물,2009,0,0
대전광역시,동구,지정폐기물,2009,8614,4781
대전광역시,중구,생활계폐기물,2009,293,159
대전광역시,중구,사업장배출시설계폐기물,2009,41,41
대전광역시,중구,건설폐기물,2009,452,438
대전광역시,중구,지정폐기물,2009,7627,6610
대전광역시,서구,생활계폐기물,2009,452,289
대전광역시,서구,사업장배출시설계폐기물,2009,119,95
대전광역시,서구,건설폐기물,2009,1239,1194
대전광역시,서구,지정폐기물,2009,14693,4470
대전광역시,유성구,생활계폐기물,2009,335,30
대전광역시,유성구,사업장배출시설계폐기물,2009,276,3
대전광역시,유성구,건설폐기물,2009,1130,1088
대전광역시,유성구,지정폐기물,2009,2307,11
대전광역시,대덕구,생활계폐기물,2009,204,140
대전광역시,대덕구,사업장배출시설계폐기물,2009,0,0
대전광역시,대덕구,건설폐기물,2009,0,0
대전광역시,대덕구,지정폐기물,2009,0,0
울산광역시,중구,생활계폐기물,2009,209,131
울산광역시,중구,사업장배출시설계폐기물,2009,0,0
울산광역시,중구,건설폐기물,2009,433,421
울산광역시,중구,지정폐기물,2009,1,0
울산광역시,남구,생활계폐기물,2009,378,238
울산광역시,남구,사업장배출시설계폐기물,2009,2500,1501
울산광역시,남구,건설폐기물,2009,1052,1043
울산광역시,남구,지정폐기물,2009,437,202
울산광역시,동구,생활계폐기물,2009,192,121
울산광역시,동구,사업장배출시설계폐기물,2009,389,224
울산광역시,동구,건설폐기물,2009,691,678
울산광역시,동구,지정폐기물,2009,76,51
울산광역시,북구,생활계폐기물,2009,144,91
울산광역시,북구,사업장배출시설계폐기물,2009,662,598
울산광역시,북구,건설폐기물,2009,616,602
울산광역시,북구,지정폐기물,2009,53,30
울산광역시,울주군,생활계폐기물,2009,191,120
울산광역시,울주군,사업장배출시설계폐기물,2009,1441,831
울산광역시,울주군,건설폐기물,2009,1706,1657
울산광역시,울주군,지정폐기물,2009,230,93
경기도,수원시,생활계폐기물,2009,965,544
경기도,수원시,사업장배출시설계폐기물,2009,328,88
경기도,수원시,건설폐기물,2009,2451,2416
경기도,수원시,지정폐기물,2009,108,34
경기도,성남시,생활계폐기물,2009,766,433
경기도,성남시,사업장배출시설계폐기물,2009,307,121
경기도,성남시,건설폐기물,2009,3463,3404
경기도,성남시,지정폐기물,2009,21,5
경기도,의정부시,생활계폐기물,2009,462,276
경기도,의정부시,사업장배출시설계폐기물,2009,63,0
경기도,의정부시,건설폐기물,2009,565,552
경기도,의정부시,지정폐기물,2009,24,10
경기도,안양시,생활계폐기물,2009,453,245
경기도,안양시,사업장배출시설계폐기물,2009,391,80
경기도,안양시,건설폐기물,2009,1140,1113
경기도,안양시,지정폐기물,2009,28,12
경기도,부천시,생활계폐기물,2009,838,602
경기도,부천시,사업장배출시설계폐기물,2009,444,114
경기도,부천시,건설폐기물,2009,951,934
경기도,부천시,지정폐기물,2009,40,19
경기도,광명시,생활계폐기물,2009,266,133
경기도,광명시,사업장배출시설계폐기물,2009,97,51
경기도,광명시,건설폐기물,2009,1094,975
경기도,광명시,지정폐기물,2009,11,2
경기도,평택시,생활계폐기물,2009,324,211
경기도,평택시,사업장배출시설계폐기물,2009,786,429
경기도,평택시,건설폐기물,2009,2049,2000
경기도,평택시,지정폐기물,2009,139,98
경기도,동두천시,생활계폐기물,2009,73,38
경기도,동두천시,사업장배출시설계폐기물,2009,437,143
경기도,동두천시,건설폐기물,2009,318,315
경기도,동두천시,지정폐기물,2009,3,1
경기도,안산시,생활계폐기물,2009,463,282
경기도,안산시,사업장배출시설계폐기물,2009,2015,523
경기도,안산시,건설폐기물,2009,628,612
경기도,안산시,지정폐기물,2009,477,290
경기도,고양시,생활계폐기물,2009,833,530
경기도,고양시,사업장배출시설계폐기물,2009,765,136
경기도,고양시,건설폐기물,2009,2856,2624
경기도,고양시,지정폐기물,2009,38,15
경기도,과천시,생활계폐기물,2009,80,30
경기도,과천시,사업장배출시설계폐기물,2009,21,12
경기도,과천시,건설폐기물,2009,230,219
경기도,과천시,지정폐기물,2009,3,0
경기도,구리시,생활계폐기물,2009,215,102
경기도,구리시,사업장배출시설계폐기물,2009,116,30
경기도,구리시,건설폐기물,2009,218,218
경기도,구리시,지정폐기물,2009,8,1
경기도,남양주시,생활계폐기물,2009,419,289
경기도,남양주시,사업장배출시설계폐기물,2009,324,97
경기도,남양주시,건설폐기물,2009,1298,1265
경기도,남양주시,지정폐기물,2009,38,32
경기도,오산시,생활계폐기물,2009,138,84
경기도,오산시,사업장배출시설계폐기물,2009,287,92
경기도,오산시,건설폐기물,2009,940,895
경기도,오산시,지정폐기물,2009,67,56
경기도,시흥시,생활계폐기물,2009,320,178
경기도,시흥시,사업장배출시설계폐기물,2009,635,176
경기도,시흥시,건설폐기물,2009,928,919
경기도,시흥시,지정폐기물,2009,309,174
경기도,군포시,생활계폐기물,2009,197,118
경기도,군포시,사업장배출시설계폐기물,2009,153,53
경기도,군포시,건설폐기물,2009,547,542
경기도,군포시,지정폐기물,2009,13,7
경기도,의왕시,생활계폐기물,2009,142,90
경기도,의왕시,사업장배출시설계폐기물,2009,36,25
경기도,의왕시,건설폐기물,2009,599,573
경기도,의왕시,지정폐기물,2009,19,8
경기도,하남시,생활계폐기물,2009,155,103
경기도,하남시,사업장배출시설계폐기물,2009,86,75
경기도,하남시,건설폐기물,2009,680,673
경기도,하남시,지정폐기물,2009,4,2
경기도,용인시,생활계폐기물,2009,778,406
경기도,용인시,사업장배출시설계폐기물,2009,809,172
경기도,용인시,건설폐기물,2009,3721,3709
경기도,용인시,지정폐기물,2009,82,55
경기도,파주시,생활계폐기물,2009,372,280
경기도,파주시,사업장배출시설계폐기물,2009,438,207
경기도,파주시,건설폐기물,2009,3177,3130
경기도,파주시,지정폐기물,2009,72,60
경기도,이천시,생활계폐기물,2009,181,124
경기도,이천시,사업장배출시설계폐기물,2009,432,324
경기도,이천시,건설폐기물,2009,991,991
경기도,이천시,지정폐기물,2009,57,38
경기도,안성시,생활계폐기물,2009,330,254
경기도,안성시,사업장배출시설계폐기물,2009,319,257
경기도,안성시,건설폐기물,2009,829,796
경기도,안성시,지정폐기물,2009,26,15
경기도,김포시,생활계폐기물,2009,184,122
경기도,김포시,사업장배출시설계폐기물,2009,267,212
경기도,김포시,건설폐기물,2009,2394,2334
경기도,김포시,지정폐기물,2009,36,27
경기도,화성시,생활계폐기물,2009,330,250
경기도,화성시,사업장배출시설계폐기물,2009,839,479
경기도,화성시,건설폐기물,2009,2254,2196
경기도,화성시,지정폐기물,2009,261,179
경기도,광주시,생활계폐기물,2009,247,169
경기도,광주시,사업장배출시설계폐기물,2009,228,155
경기도,광주시,건설폐기물,2009,558,523
경기도,광주시,지정폐기물,2009,13,7
경기도,양주시,생활계폐기물,2009,223,161
경기도,양주시,사업장배출시설계폐기물,2009,704,256
경기도,양주시,건설폐기물,2009,2471,2436
경기도,양주시,지정폐기물,2009,16,5
경기도,포천시,생활계폐기물,2009,167,105
경기도,포천시,사업장배출시설계폐기물,2009,718,600
경기도,포천시,건설폐기물,2009,429,429
경기도,포천시,지정폐기물,2009,15,8
경기도,여주시,생활계폐기물,2009,,
경기도,여주시,사업장배출시설계폐기물,2009,,
경기도,여주시,건설폐기물,2009,,
경기도,여주시,지정폐기물,2009,,
경기도,연천군,생활계폐기물,2009,58,33
경기도,연천군,사업장배출시설계폐기물,2009,92,53
경기도,연천군,건설폐기물,2009,262,260
경기도,연천군,지정폐기물,2009,4,1
경기도,가평군,생활계폐기물,2009,50,12
경기도,가평군,사업장배출시설계폐기물,2009,25,15
경기도,가평군,건설폐기물,2009,303,301
경기도,가평군,지정폐기물,2009,1,1
경기도,양평군,생활계폐기물,2009,71,44
경기도,양평군,사업장배출시설계폐기물,2009,57,36
경기도,양평군,건설폐기물,2009,845,845
경기도,양평군,지정폐기물,2009,3,1
강원도,춘천시,생활계폐기물,2009,163,99
강원도,춘천시,사업장배출시설계폐기물,2009,23,11
강원도,춘천시,건설폐기물,2009,506,506
강원도,춘천시,지정폐기물,2009,5052,2927
강원도,원주시,생활계폐기물,2009,130,84
강원도,원주시,사업장배출시설계폐기물,2009,136,51
강원도,원주시,건설폐기물,2009,442,433
강원도,원주시,지정폐기물,2009,9813,6106
강원도,강릉시,생활계폐기물,2009,114,58
강원도,강릉시,사업장배출시설계폐기물,2009,363,346
강원도,강릉시,건설폐기물,2009,391,391
강원도,강릉시,지정폐기물,2009,5162,2620
강원도,동해시,생활계폐기물,2009,47,22
강원도,동해시,사업장배출시설계폐기물,2009,815,765
강원도,동해시,건설폐기물,2009,150,150
강원도,동해시,지정폐기물,2009,1249,716
강원도,태백시,생활계폐기물,2009,46,35
강원도,태백시,사업장배출시설계폐기물,2009,4,4
강원도,태백시,건설폐기물,2009,130,130
강원도,태백시,지정폐기물,2009,597,204
강원도,속초시,생활계폐기물,2009,65,35
강원도,속초시,사업장배출시설계폐기물,2009,11,4
강원도,속초시,건설폐기물,2009,142,141
강원도,속초시,지정폐기물,2009,716,284
강원도,삼척시,생활계폐기물,2009,38,11
강원도,삼척시,사업장배출시설계폐기물,2009,3,2
강원도,삼척시,건설폐기물,2009,231,229
강원도,삼척시,지정폐기물,2009,939,448
강원도,홍천군,생활계폐기물,2009,50,31
강원도,홍천군,사업장배출시설계폐기물,2009,32,13
강원도,홍천군,건설폐기물,2009,205,205
강원도,홍천군,지정폐기물,2009,550,312
강원도,횡성군,생활계폐기물,2009,21,11
강원도,횡성군,사업장배출시설계폐기물,2009,7,4
강원도,횡성군,건설폐기물,2009,130,129
강원도,횡성군,지정폐기물,2009,413,92
강원도,영월군,생활계폐기물,2009,15,6
강원도,영월군,사업장배출시설계폐기물,2009,76,76
강원도,영월군,건설폐기물,2009,210,210
강원도,영월군,지정폐기물,2009,1056,149
강원도,평창군,생활계폐기물,2009,65,56
강원도,평창군,사업장배출시설계폐기물,2009,14,12
강원도,평창군,건설폐기물,2009,207,207
강원도,평창군,지정폐기물,2009,464,0
강원도,정선군,생활계폐기물,2009,26,17
강원도,정선군,사업장배출시설계폐기물,2009,12,4
강원도,정선군,건설폐기물,2009,179,179
강원도,정선군,지정폐기물,2009,382,168
강원도,철원군,생활계폐기물,2009,18,9
강원도,철원군,사업장배출시설계폐기물,2009,6,6
강원도,철원군,건설폐기물,2009,137,136
강원도,철원군,지정폐기물,2009,382,11
강원도,화천군,생활계폐기물,2009,20,9
강원도,화천군,사업장배출시설계폐기물,2009,2,1
강원도,화천군,건설폐기물,2009,95,95
강원도,화천군,지정폐기물,2009,447,26
강원도,양구군,생활계폐기물,2009,13,4
강원도,양구군,사업장배출시설계폐기물,2009,1,1
강원도,양구군,건설폐기물,2009,74,74
강원도,양구군,지정폐기물,2009,255,0
강원도,인제군,생활계폐기물,2009,24,9
강원도,인제군,사업장배출시설계폐기물,2009,2,1
강원도,인제군,건설폐기물,2009,135,135
강원도,인제군,지정폐기물,2009,611,9
강원도,고성군,생활계폐기물,2009,17,5
강원도,고성군,사업장배출시설계폐기물,2009,0,0
강원도,고성군,건설폐기물,2009,106,106
강원도,고성군,지정폐기물,2009,447,33
강원도,양양군,생활계폐기물,2009,16,8
강원도,양양군,사업장배출시설계폐기물,2009,3,2
강원도,양양군,건설폐기물,2009,101,99
강원도,양양군,지정폐기물,2009,458,186
충청북도,청주시,생활계폐기물,2009,762,507
충청북도,청주시,사업장배출시설계폐기물,2009,674,254
충청북도,청주시,건설폐기물,2009,1169,1150
충청북도,청주시,지정폐기물,2009,97,70
충청북도,충주시,생활계폐기물,2009,157,70
충청북도,충주시,사업장배출시설계폐기물,2009,418,399
충청북도,충주시,건설폐기물,2009,998,996
충청북도,충주시,지정폐기물,2009,18,14
충청북도,제천시,생활계폐기물,2009,113,39
충청북도,제천시,사업장배출시설계폐기물,2009,242,231
충청북도,제천시,건설폐기물,2009,734,733
충청북도,제천시,지정폐기물,2009,8,3
충청북도,보은군,생활계폐기물,2009,39,23
충청북도,보은군,사업장배출시설계폐기물,2009,19,9
충청북도,보은군,건설폐기물,2009,507,507
충청북도,보은군,지정폐기물,2009,1,0
충청북도,옥천군,생활계폐기물,2009,37,14
충청북도,옥천군,사업장배출시설계폐기물,2009,114,92
충청북도,옥천군,건설폐기물,2009,478,478
충청북도,옥천군,지정폐기물,2009,3,1
충청북도,영동군,생활계폐기물,2009,33,18
충청북도,영동군,사업장배출시설계폐기물,2009,93,55
충청북도,영동군,건설폐기물,2009,331,330
충청북도,영동군,지정폐기물,2009,3,1
충청북도,증평군,생활계폐기물,2009,32,19
충청북도,증평군,사업장배출시설계폐기물,2009,54,43
충청북도,증평군,건설폐기물,2009,219,215
충청북도,증평군,지정폐기물,2009,16,12
충청북도,진천군,생활계폐기물,2009,48,16
충청북도,진천군,사업장배출시설계폐기물,2009,312,243
충청북도,진천군,건설폐기물,2009,408,407
충청북도,진천군,지정폐기물,2009,63,47
충청북도,괴산군,생활계폐기물,2009,29,13
충청북도,괴산군,사업장배출시설계폐기물,2009,28,22
충청북도,괴산군,건설폐기물,2009,332,332
충청북도,괴산군,지정폐기물,2009,1,0
충청북도,음성군,생활계폐기물,2009,92,15
충청북도,음성군,사업장배출시설계폐기물,2009,289,192
충청북도,음성군,건설폐기물,2009,659,628
충청북도,음성군,지정폐기물,2009,30,16
충청북도,단양군,생활계폐기물,2009,43,51
충청북도,단양군,사업장배출시설계폐기물,2009,29,24
충청북도,단양군,건설폐기물,2009,375,375
충청북도,단양군,지정폐기물,2009,2,1
충청남도,천안시,생활계폐기물,2009,658,379
충청남도,천안시,사업장배출시설계폐기물,2009,887,501
충청남도,천안시,건설폐기물,2009,1231,1208
충청남도,천안시,지정폐기물,2009,124441,101849
충청남도,공주시,생활계폐기물,2009,114,58
충청남도,공주시,사업장배출시설계폐기물,2009,8,3
충청남도,공주시,건설폐기물,2009,460,460
충청남도,공주시,지정폐기물,2009,5192,1478
충청남도,보령시,생활계폐기물,2009,85,35
충청남도,보령시,사업장배출시설계폐기물,2009,2933,1992
충청남도,보령시,건설폐기물,2009,417,413
충청남도,보령시,지정폐기물,2009,1318,296
충청남도,아산시,생활계폐기물,2009,235,128
충청남도,아산시,사업장배출시설계폐기물,2009,1173,964
충청남도,아산시,건설폐기물,2009,1357,1347
충청남도,아산시,지정폐기물,2009,84167,68506
충청남도,서산시,생활계폐기물,2009,170,84
충청남도,서산시,사업장배출시설계폐기물,2009,127,50
충청남도,서산시,건설폐기물,2009,210,208
충청남도,서산시,지정폐기물,2009,37637,14128
