행정구역별,year,주민1인당 생활폐기물배출량,생활폐기물발생량,주민등록인구
중구,2012,1.7,188.4,75439
중구,2012,1.7,188.4,98648
중구,2012,1.7,188.4,264125
중구,2012,1.7,188.4,233013
중구,2012,1.7,195.9,133360
중구,2012,1.7,195.9,48148
중구,2012,1.7,195.9,75439
중구,2012,1.7,195.9,98648
중구,2012,1.7,195.9,264125
중구,2012,1.7,195.9,233013
중구,2012,1.7,267.7,133360
중구,2012,1.7,267.7,48148
중구,2012,1.7,267.7,75439
중구,2012,1.7,267.7,98648
중구,2012,1.7,267.7,264125
중구,2012,1.7,267.7,233013
중구,2012,1.7,246.7,133360
중구,2012,1.7,246.7,48148
중구,2012,1.7,246.7,75439
중구,2012,1.7,246.7,98648
중구,2012,1.7,246.7,264125
중구,2012,1.7,246.7,233013
중구,2012,2.5,553.4,133360
중구,2012,2.5,553.4,48148
중구,2012,2.5,553.4,75439
중구,2012,2.5,553.4,98648
중구,2012,2.5,553.4,264125
중구,2012,2.5,553.4,233013
중구,2012,2.5,81.3,133360
중구,2012,2.5,81.3,48148
중구,2012,2.5,81.3,75439
중구,2012,2.5,81.3,98648
중구,2012,2.5,81.3,264125
중구,2012,2.5,81.3,233013
중구,2012,2.5,188.4,133360
중구,2012,2.5,188.4,48148
중구,2012,2.5,188.4,75439
중구,2012,2.5,188.4,98648
중구,2012,2.5,188.4,264125
중구,2012,2.5,188.4,233013
중구,2012,2.5,195.9,133360
중구,2012,2.5,195.9,48148
중구,2012,2.5,195.9,75439
중구,2012,2.5,195.9,98648
중구,2012,2.5,195.9,264125
중구,2012,2.5,195.9,233013
중구,2012,2.5,267.7,133360
중구,2012,2.5,267.7,48148
중구,2012,2.5,267.7,75439
중구,2012,2.5,267.7,98648
중구,2012,2.5,267.7,264125
중구,2012,2.5,267.7,233013
중구,2012,2.5,246.7,133360
중구,2012,2.5,246.7,48148
중구,2012,2.5,246.7,75439
중구,2012,2.5,246.7,98648
중구,2012,2.5,246.7,264125
중구,2012,2.5,246.7,233013
중구,2012,2.0,553.4,133360
중구,2012,2.0,553.4,48148
중구,2012,2.0,553.4,75439
중구,2012,2.0,553.4,98648
중구,2012,2.0,553.4,264125
중구,2012,2.0,553.4,233013
중구,2012,2.0,81.3,133360
중구,2012,2.0,81.3,48148
중구,2012,2.0,81.3,75439
중구,2012,2.0,81.3,98648
중구,2012,2.0,81.3,264125
중구,2012,2.0,81.3,233013
중구,2012,2.0,188.4,133360
중구,2012,2.0,188.4,48148
중구,2012,2.0,188.4,75439
중구,2012,2.0,188.4,98648
중구,2012,2.0,188.4,264125
중구,2012,2.0,188.4,233013
중구,2012,2.0,195.9,133360
중구,2012,2.0,195.9,48148
중구,2012,2.0,195.9,75439
중구,2012,2.0,195.9,98648
중구,2012,2.0,195.9,264125
중구,2012,2.0,195.9,233013
중구,2012,2.0,267.7,133360
중구,2012,2.0,267.7,48148
중구,2012,2.0,267.7,75439
중구,2012,2.0,267.7,98648
중구,2012,2.0,267.7,264125
중구,2012,2.0,267.7,233013
중구,2012,2.0,246.7,133360
중구,2012,2.0,246.7,48148
중구,2012,2.0,246.7,75439
중구,2012,2.0,246.7,98648
중구,2012,2.0,246.7,264125
중구,2012,2.0,246.7,233013
중구,2012,1.0,553.4,133360
중구,2012,1.0,553.4,48148
중구,2012,1.0,553.4,75439
중구,2012,1.0,553.4,98648
중구,2012,1.0,553.4,264125
중구,2012,1.0,553.4,233013
중구,2012,1.0,81.3,133360
중구,2012,1.0,81.3,48148
중구,2012,1.0,81.3,75439
중구,2012,1.0,81.3,98648
중구,2012,1.0,81.3,264125
중구,2012,1.0,81.3,233013
중구,2012,1.0,188.4,133360
중구,2012,1.0,188.4,48148
중구,2012,1.0,188.4,75439
중구,2012,1.0,188.4,98648
중구,2012,1.0,188.4,264125
중구,2012,1.0,188.4,233013
중구,2012,1.0,195.9,133360
중구,2012,1.0,195.9,48148
중구,2012,1.0,195.9,75439
중구,2012,1.0,195.9,98648
중구,2012,1.0,195.9,264125
중구,2012,1.0,195.9,233013
중구,2012,1.0,267.7,133360
중구,2012,1.0,267.7,48148
중구,2012,1.0,267.7,75439
중구,2012,1.0,267.7,98648
중구,2012,1.0,267.7,264125
중구,2012,1.0,267.7,233013
중구,2012,1.0,246.7,133360
중구,2012,1.0,246.7,48148
중구,2012,1.0,246.7,75439
중구,2012,1.0,246.7,98648
중구,2012,1.0,246.7,264125
중구,2012,1.0,246.7,233013
중구,2012,1.1,553.4,133360
중구,2012,1.1,553.4,48148
중구,2012,1.1,553.4,75439
중구,2012,1.1,553.4,98648
중구,2012,1.1,553.4,264125
중구,2012,1.1,553.4,233013
중구,2012,1.1,81.3,133360
중구,2012,1.1,81.3,48148
중구,2012,1.1,81.3,75439
중구,2012,1.1,81.3,98648
중구,2012,1.1,81.3,264125
중구,2012,1.1,81.3,233013
중구,2012,1.1,188.4,133360
중구,2012,1.1,188.4,48148
중구,2012,1.1,188.4,75439
중구,2012,1.1,188.4,98648
중구,2012,1.1,188.4,264125
중구,2012,1.1,188.4,233013
중구,2012,1.1,195.9,133360
중구,2012,1.1,195.9,48148
중구,2012,1.1,195.9,75439
중구,2012,1.1,195.9,98648
중구,2012,1.1,195.9,264125
중구,2012,1.1,195.9,233013
중구,2012,1.1,267.7,133360
중구,2012,1.1,267.7,48148
중구,2012,1.1,267.7,75439
중구,2012,1.1,267.7,98648
중구,2012,1.1,267.7,264125
중구,2012,1.1,267.7,233013
중구,2012,1.1,246.7,133360
중구,2012,1.1,246.7,48148
중구,2012,1.1,246.7,75439
중구,2012,1.1,246.7,98648
중구,2012,1.1,246.7,264125
중구,2012,1.1,246.7,233013
용산구,2012,0.9,227.9,243232
성동구,2012,0.9,267.6,299604
광진구,2012,1.0,368.5,371313
동대문구,2012,1.1,400.0,363258
중랑구,2012,0.5,222.5,419295
성북구,2012,0.6,300.6,481857
강북구,2012,0.7,242.5,343157
도봉구,2012,1.1,400.4,362270
노원구,2012,0.5,307.9,597189
은평구,2012,0.5,261.1,501480
서대문구,2012,0.8,263.6,315113
마포구,2012,0.7,279.6,384644
양천구,2012,0.6,274.5,495911
강서구,2012,0.7,399.1,567431
강서구,2012,0.7,399.1,65806
강서구,2012,0.7,79.7,567431
강서구,2012,0.7,79.7,65806
강서구,2012,1.2,399.1,567431
강서구,2012,1.2,399.1,65806
강서구,2012,1.2,79.7,567431
강서구,2012,1.2,79.7,65806
구로구,2012,0.7,285.7,427520
금천구,2012,0.9,223.5,243288
영등포구,2012,1.0,403.2,391408
동작구,2012,0.8,337.7,405491
관악구,2012,0.6,317.6,523029
서초구,2012,1.3,578.1,435044
강남구,2012,1.7,984.9,564197
송파구,2012,1.0,644.2,673115
강동구,2012,0.5,258.6,487905
부산광역시,2012,0.9,3189.0,3538484
서구,2012,1.0,117.8,120828
서구,2012,1.0,117.8,220211
서구,2012,1.0,117.8,469887
서구,2012,1.0,117.8,316545
서구,2012,1.0,117.8,496513
서구,2012,1.0,253.3,120828
서구,2012,1.0,253.3,220211
서구,2012,1.0,253.3,469887
서구,2012,1.0,253.3,316545
서구,2012,1.0,253.3,496513
서구,2012,1.0,219.2,120828
서구,2012,1.0,219.2,220211
서구,2012,1.0,219.2,469887
서구,2012,1.0,219.2,316545
서구,2012,1.0,219.2,496513
서구,2012,1.0,338.7,120828
서구,2012,1.0,338.7,220211
서구,2012,1.0,338.7,469887
서구,2012,1.0,338.7,316545
서구,2012,1.0,338.7,496513
서구,2012,1.0,442.5,120828
서구,2012,1.0,442.5,220211
서구,2012,1.0,442.5,469887
서구,2012,1.0,442.5,316545
서구,2012,1.0,442.5,496513
서구,2012,1.2,117.8,120828
서구,2012,1.2,117.8,220211
서구,2012,1.2,117.8,469887
서구,2012,1.2,117.8,316545
서구,2012,1.2,117.8,496513
서구,2012,1.2,253.3,120828
서구,2012,1.2,253.3,220211
서구,2012,1.2,253.3,469887
서구,2012,1.2,253.3,316545
서구,2012,1.2,253.3,496513
서구,2012,1.2,219.2,120828
서구,2012,1.2,219.2,220211
서구,2012,1.2,219.2,469887
서구,2012,1.2,219.2,316545
서구,2012,1.2,219.2,496513
서구,2012,1.2,338.7,120828
서구,2012,1.2,338.7,220211
서구,2012,1.2,338.7,469887
서구,2012,1.2,338.7,316545
서구,2012,1.2,338.7,496513
서구,2012,1.2,442.5,120828
서구,2012,1.2,442.5,220211
서구,2012,1.2,442.5,469887
서구,2012,1.2,442.5,316545
서구,2012,1.2,442.5,496513
서구,2012,0.5,117.8,120828
서구,2012,0.5,117.8,220211
서구,2012,0.5,117.8,469887
서구,2012,0.5,117.8,316545
서구,2012,0.5,117.8,496513
서구,2012,0.5,253.3,120828
서구,2012,0.5,253.3,220211
서구,2012,0.5,253.3,469887
서구,2012,0.5,253.3,316545
서구,2012,0.5,253.3,496513
서구,2012,0.5,219.2,120828
서구,2012,0.5,219.2,220211
서구,2012,0.5,219.2,469887
서구,2012,0.5,219.2,316545
서구,2012,0.5,219.2,496513
서구,2012,0.5,338.7,120828
서구,2012,0.5,338.7,220211
서구,2012,0.5,338.7,469887
서구,2012,0.5,338.7,316545
서구,2012,0.5,338.7,496513
서구,2012,0.5,442.5,120828
서구,2012,0.5,442.5,220211
서구,2012,0.5,442.5,469887
서구,2012,0.5,442.5,316545
서구,2012,0.5,442.5,496513
서구,2012,1.1,117.8,120828
서구,2012,1.1,117.8,220211
서구,2012,1.1,117.8,469887
서구,2012,1.1,117.8,316545
서구,2012,1.1,117.8,496513
서구,2012,1.1,253.3,120828
서구,2012,1.1,253.3,220211
서구,2012,1.1,253.3,469887
서구,2012,1.1,253.3,316545
서구,2012,1.1,253.3,496513
서구,2012,1.1,219.2,120828
서구,2012,1.1,219.2,220211
서구,2012,1.1,219.2,469887
서구,2012,1.1,219.2,316545
서구,2012,1.1,219.2,496513
서구,2012,1.1,338.7,120828
서구,2012,1.1,338.7,220211
서구,2012,1.1,338.7,469887
서구,2012,1.1,338.7,316545
서구,2012,1.1,338.7,496513
서구,2012,1.1,442.5,120828
서구,2012,1.1,442.5,220211
서구,2012,1.1,442.5,469887
서구,2012,1.1,442.5,316545
서구,2012,1.1,442.5,496513
서구,2012,0.9,117.8,120828
서구,2012,0.9,117.8,220211
서구,2012,0.9,117.8,469887
서구,2012,0.9,117.8,316545
서구,2012,0.9,117.8,496513
서구,2012,0.9,253.3,120828
서구,2012,0.9,253.3,220211
서구,2012,0.9,253.3,469887
서구,2012,0.9,253.3,316545
서구,2012,0.9,253.3,496513
서구,2012,0.9,219.2,120828
서구,2012,0.9,219.2,220211
서구,2012,0.9,219.2,469887
서구,2012,0.9,219.2,316545
서구,2012,0.9,219.2,496513
서구,2012,0.9,338.7,120828
서구,2012,0.9,338.7,220211
서구,2012,0.9,338.7,469887
서구,2012,0.9,338.7,316545
서구,2012,0.9,338.7,496513
서구,2012,0.9,442.5,120828
서구,2012,0.9,442.5,220211
서구,2012,0.9,442.5,469887
서구,2012,0.9,442.5,316545
서구,2012,0.9,442.5,496513
동구,2012,1.0,94.3,98529
동구,2012,1.0,94.3,342092
동구,2012,1.0,94.3,76720
동구,2012,1.0,94.3,105580
동구,2012,1.0,94.3,251945
동구,2012,1.0,94.3,175479
동구,2012,1.0,352.6,98529
동구,2012,1.0,352.6,342092
동구,2012,1.0,352.6,76720
동구,2012,1.0,352.6,105580
동구,2012,1.0,352.6,251945
동구,2012,1.0,352.6,175479
동구,2012,1.0,89.3,98529
동구,2012,1.0,89.3,342092
동구,2012,1.0,89.3,76720
동구,2012,1.0,89.3,105580
동구,2012,1.0,89.3,251945
동구,2012,1.0,89.3,175479
동구,2012,1.0,165.6,98529
동구,2012,1.0,165.6,342092
동구,2012,1.0,165.6,76720
동구,2012,1.0,165.6,105580
동구,2012,1.0,165.6,251945
동구,2012,1.0,165.6,175479
동구,2012,1.0,240.9,98529
동구,2012,1.0,240.9,342092
동구,2012,1.0,240.9,76720
동구,2012,1.0,240.9,105580
동구,2012,1.0,240.9,251945
동구,2012,1.0,240.9,175479
동구,2012,1.0,224.6,98529
동구,2012,1.0,224.6,342092
동구,2012,1.0,224.6,76720
동구,2012,1.0,224.6,105580
동구,2012,1.0,224.6,251945
동구,2012,1.0,224.6,175479
동구,2012,1.0,94.3,98529
동구,2012,1.0,94.3,342092
동구,2012,1.0,94.3,76720
동구,2012,1.0,94.3,105580
동구,2012,1.0,94.3,251945
동구,2012,1.0,94.3,175479
동구,2012,1.0,352.6,98529
동구,2012,1.0,352.6,342092
동구,2012,1.0,352.6,76720
동구,2012,1.0,352.6,105580
동구,2012,1.0,352.6,251945
동구,2012,1.0,352.6,175479
동구,2012,1.0,89.3,98529
동구,2012,1.0,89.3,342092
동구,2012,1.0,89.3,76720
동구,2012,1.0,89.3,105580
동구,2012,1.0,89.3,251945
동구,2012,1.0,89.3,175479
동구,2012,1.0,165.6,98529
동구,2012,1.0,165.6,342092
동구,2012,1.0,165.6,76720
동구,2012,1.0,165.6,105580
동구,2012,1.0,165.6,251945
동구,2012,1.0,165.6,175479
동구,2012,1.0,240.9,98529
동구,2012,1.0,240.9,342092
동구,2012,1.0,240.9,76720
동구,2012,1.0,240.9,105580
동구,2012,1.0,240.9,251945
동구,2012,1.0,240.9,175479
동구,2012,1.0,224.6,98529
동구,2012,1.0,224.6,342092
동구,2012,1.0,224.6,76720
동구,2012,1.0,224.6,105580
동구,2012,1.0,224.6,251945
동구,2012,1.0,224.6,175479
동구,2012,1.2,94.3,98529
동구,2012,1.2,94.3,342092
동구,2012,1.2,94.3,76720
동구,2012,1.2,94.3,105580
동구,2012,1.2,94.3,251945
동구,2012,1.2,94.3,175479
동구,2012,1.2,352.6,98529
동구,2012,1.2,352.6,342092
동구,2012,1.2,352.6,76720
동구,2012,1.2,352.6,105580
동구,2012,1.2,352.6,251945
동구,2012,1.2,352.6,175479
동구,2012,1.2,89.3,98529
동구,2012,1.2,89.3,342092
동구,2012,1.2,89.3,76720
동구,2012,1.2,89.3,105580
동구,2012,1.2,89.3,251945
동구,2012,1.2,89.3,175479
동구,2012,1.2,165.6,98529
동구,2012,1.2,165.6,342092
동구,2012,1.2,165.6,76720
동구,2012,1.2,165.6,105580
동구,2012,1.2,165.6,251945
동구,2012,1.2,165.6,175479
동구,2012,1.2,240.9,98529
동구,2012,1.2,240.9,342092
동구,2012,1.2,240.9,76720
동구,2012,1.2,240.9,105580
동구,2012,1.2,240.9,251945
동구,2012,1.2,240.9,175479
동구,2012,1.2,224.6,98529
동구,2012,1.2,224.6,342092
동구,2012,1.2,224.6,76720
동구,2012,1.2,224.6,105580
동구,2012,1.2,224.6,251945
동구,2012,1.2,224.6,175479
동구,2012,1.6,94.3,98529
동구,2012,1.6,94.3,342092
동구,2012,1.6,94.3,76720
동구,2012,1.6,94.3,105580
동구,2012,1.6,94.3,251945
동구,2012,1.6,94.3,175479
동구,2012,1.6,352.6,98529
동구,2012,1.6,352.6,342092
동구,2012,1.6,352.6,76720
동구,2012,1.6,352.6,105580
동구,2012,1.6,352.6,251945
동구,2012,1.6,352.6,175479
동구,2012,1.6,89.3,98529
동구,2012,1.6,89.3,342092
동구,2012,1.6,89.3,76720
동구,2012,1.6,89.3,105580
동구,2012,1.6,89.3,251945
동구,2012,1.6,89.3,175479
동구,2012,1.6,165.6,98529
동구,2012,1.6,165.6,342092
동구,2012,1.6,165.6,76720
동구,2012,1.6,165.6,105580
동구,2012,1.6,165.6,251945
동구,2012,1.6,165.6,175479
동구,2012,1.6,240.9,98529
동구,2012,1.6,240.9,342092
동구,2012,1.6,240.9,76720
동구,2012,1.6,240.9,105580
동구,2012,1.6,240.9,251945
동구,2012,1.6,240.9,175479
동구,2012,1.6,224.6,98529
동구,2012,1.6,224.6,342092
동구,2012,1.6,224.6,76720
동구,2012,1.6,224.6,105580
동구,2012,1.6,224.6,251945
동구,2012,1.6,224.6,175479
동구,2012,1.0,94.3,98529
동구,2012,1.0,94.3,342092
동구,2012,1.0,94.3,76720
동구,2012,1.0,94.3,105580
동구,2012,1.0,94.3,251945
동구,2012,1.0,94.3,175479
동구,2012,1.0,352.6,98529
동구,2012,1.0,352.6,342092
동구,2012,1.0,352.6,76720
동구,2012,1.0,352.6,105580
동구,2012,1.0,352.6,251945
동구,2012,1.0,352.6,175479
동구,2012,1.0,89.3,98529
동구,2012,1.0,89.3,342092
동구,2012,1.0,89.3,76720
동구,2012,1.0,89.3,105580
동구,2012,1.0,89.3,251945
동구,2012,1.0,89.3,175479
동구,2012,1.0,165.6,98529
동구,2012,1.0,165.6,342092
동구,2012,1.0,165.6,76720
동구,2012,1.0,165.6,105580
동구,2012,1.0,165.6,251945
동구,2012,1.0,165.6,175479
동구,2012,1.0,240.9,98529
동구,2012,1.0,240.9,342092
동구,2012,1.0,240.9,76720
동구,2012,1.0,240.9,105580
동구,2012,1.0,240.9,251945
동구,2012,1.0,240.9,175479
동구,2012,1.0,224.6,98529
동구,2012,1.0,224.6,342092
동구,2012,1.0,224.6,76720
동구,2012,1.0,224.6,105580
동구,2012,1.0,224.6,251945
동구,2012,1.0,224.6,175479
동구,2012,1.3,94.3,98529
동구,2012,1.3,94.3,342092
동구,2012,1.3,94.3,76720
동구,2012,1.3,94.3,105580
동구,2012,1.3,94.3,251945
동구,2012,1.3,94.3,175479
동구,2012,1.3,352.6,98529
동구,2012,1.3,352.6,342092
동구,2012,1.3,352.6,76720
동구,2012,1.3,352.6,105580
동구,2012,1.3,352.6,251945
동구,2012,1.3,352.6,175479
동구,2012,1.3,89.3,98529
동구,2012,1.3,89.3,342092
동구,2012,1.3,89.3,76720
동구,2012,1.3,89.3,105580
동구,2012,1.3,89.3,251945
동구,2012,1.3,89.3,175479
동구,2012,1.3,165.6,98529
동구,2012,1.3,165.6,342092
동구,2012,1.3,165.6,76720
동구,2012,1.3,165.6,105580
동구,2012,1.3,165.6,251945
동구,2012,1.3,165.6,175479
동구,2012,1.3,240.9,98529
동구,2012,1.3,240.9,342092
동구,2012,1.3,240.9,76720
동구,2012,1.3,240.9,105580
동구,2012,1.3,240.9,251945
동구,2012,1.3,240.9,175479
동구,2012,1.3,224.6,98529
동구,2012,1.3,224.6,342092
동구,2012,1.3,224.6,76720
동구,2012,1.3,224.6,105580
동구,2012,1.3,224.6,251945
동구,2012,1.3,224.6,175479
영도구,2012,0.9,120.1,139765
부산진구,2012,1.0,373.7,392731
동래구,2012,0.8,234.2,278767
남구,2012,0.8,223.5,291175
남구,2012,0.8,223.5,168715
남구,2012,0.8,223.5,414500
남구,2012,0.8,223.5,218313
남구,2012,0.8,223.5,346836
남구,2012,0.8,217.1,291175
남구,2012,0.8,217.1,168715
남구,2012,0.8,217.1,414500
남구,2012,0.8,217.1,218313
남구,2012,0.8,217.1,346836
남구,2012,0.8,296.8,291175
남구,2012,0.8,296.8,168715
남구,2012,0.8,296.8,414500
남구,2012,0.8,296.8,218313
남구,2012,0.8,296.8,346836
남구,2012,0.8,177.6,291175
남구,2012,0.8,177.6,168715
남구,2012,0.8,177.6,414500
남구,2012,0.8,177.6,218313
남구,2012,0.8,177.6,346836
남구,2012,0.8,407.6,291175
남구,2012,0.8,407.6,168715
남구,2012,0.8,407.6,414500
남구,2012,0.8,407.6,218313
남구,2012,0.8,407.6,346836
남구,2012,1.3,223.5,291175
남구,2012,1.3,223.5,168715
남구,2012,1.3,223.5,414500
남구,2012,1.3,223.5,218313
남구,2012,1.3,223.5,346836
남구,2012,1.3,217.1,291175
남구,2012,1.3,217.1,168715
남구,2012,1.3,217.1,414500
남구,2012,1.3,217.1,218313
남구,2012,1.3,217.1,346836
남구,2012,1.3,296.8,291175
남구,2012,1.3,296.8,168715
남구,2012,1.3,296.8,414500
남구,2012,1.3,296.8,218313
남구,2012,1.3,296.8,346836
남구,2012,1.3,177.6,291175
남구,2012,1.3,177.6,168715
남구,2012,1.3,177.6,414500
남구,2012,1.3,177.6,218313
남구,2012,1.3,177.6,346836
남구,2012,1.3,407.6,291175
남구,2012,1.3,407.6,168715
남구,2012,1.3,407.6,414500
남구,2012,1.3,407.6,218313
남구,2012,1.3,407.6,346836
남구,2012,0.7,223.5,291175
남구,2012,0.7,223.5,168715
남구,2012,0.7,223.5,414500
남구,2012,0.7,223.5,218313
남구,2012,0.7,223.5,346836
남구,2012,0.7,217.1,291175
남구,2012,0.7,217.1,168715
남구,2012,0.7,217.1,414500
남구,2012,0.7,217.1,218313
남구,2012,0.7,217.1,346836
남구,2012,0.7,296.8,291175
남구,2012,0.7,296.8,168715
남구,2012,0.7,296.8,414500
남구,2012,0.7,296.8,218313
남구,2012,0.7,296.8,346836
남구,2012,0.7,177.6,291175
남구,2012,0.7,177.6,168715
남구,2012,0.7,177.6,414500
남구,2012,0.7,177.6,218313
남구,2012,0.7,177.6,346836
남구,2012,0.7,407.6,291175
남구,2012,0.7,407.6,168715
남구,2012,0.7,407.6,414500
남구,2012,0.7,407.6,218313
남구,2012,0.7,407.6,346836
남구,2012,0.8,223.5,291175
남구,2012,0.8,223.5,168715
남구,2012,0.8,223.5,414500
남구,2012,0.8,223.5,218313
남구,2012,0.8,223.5,346836
남구,2012,0.8,217.1,291175
남구,2012,0.8,217.1,168715
남구,2012,0.8,217.1,414500
남구,2012,0.8,217.1,218313
남구,2012,0.8,217.1,346836
남구,2012,0.8,296.8,291175
남구,2012,0.8,296.8,168715
남구,2012,0.8,296.8,414500
남구,2012,0.8,296.8,218313
남구,2012,0.8,296.8,346836
남구,2012,0.8,177.6,291175
남구,2012,0.8,177.6,168715
남구,2012,0.8,177.6,414500
남구,2012,0.8,177.6,218313
남구,2012,0.8,177.6,346836
남구,2012,0.8,407.6,291175
남구,2012,0.8,407.6,168715
남구,2012,0.8,407.6,414500
남구,2012,0.8,407.6,218313
남구,2012,0.8,407.6,346836
남구,2012,1.2,223.5,291175
남구,2012,1.2,223.5,168715
남구,2012,1.2,223.5,414500
남구,2012,1.2,223.5,218313
남구,2012,1.2,223.5,346836
남구,2012,1.2,217.1,291175
남구,2012,1.2,217.1,168715
남구,2012,1.2,217.1,414500
남구,2012,1.2,217.1,218313
남구,2012,1.2,217.1,346836
남구,2012,1.2,296.8,291175
남구,2012,1.2,296.8,168715
남구,2012,1.2,296.8,414500
남구,2012,1.2,296.8,218313
남구,2012,1.2,296.8,346836
남구,2012,1.2,177.6,291175
남구,2012,1.2,177.6,168715
남구,2012,1.2,177.6,414500
남구,2012,1.2,177.6,218313
남구,2012,1.2,177.6,346836
남구,2012,1.2,407.6,291175
남구,2012,1.2,407.6,168715
남구,2012,1.2,407.6,414500
남구,2012,1.2,407.6,218313
남구,2012,1.2,407.6,346836
북구,2012,0.8,258.5,312937
북구,2012,0.8,258.5,448485
북구,2012,0.8,258.5,443677
북구,2012,0.8,258.5,184088
북구,2012,0.8,436.3,312937
북구,2012,0.8,436.3,448485
북구,2012,0.8,436.3,443677
북구,2012,0.8,436.3,184088
북구,2012,0.8,353.1,312937
북구,2012,0.8,353.1,448485
북구,2012,0.8,353.1,443677
북구,2012,0.8,353.1,184088
북구,2012,0.8,195.7,312937
북구,2012,0.8,195.7,448485
북구,2012,0.8,195.7,443677
북구,2012,0.8,195.7,184088
북구,2012,1.0,258.5,312937
북구,2012,1.0,258.5,448485
북구,2012,1.0,258.5,443677
북구,2012,1.0,258.5,184088
북구,2012,1.0,436.3,312937
북구,2012,1.0,436.3,448485
북구,2012,1.0,436.3,443677
북구,2012,1.0,436.3,184088
북구,2012,1.0,353.1,312937
북구,2012,1.0,353.1,448485
북구,2012,1.0,353.1,443677
북구,2012,1.0,353.1,184088
북구,2012,1.0,195.7,312937
북구,2012,1.0,195.7,448485
북구,2012,1.0,195.7,443677
북구,2012,1.0,195.7,184088
북구,2012,0.8,258.5,312937
북구,2012,0.8,258.5,448485
북구,2012,0.8,258.5,443677
북구,2012,0.8,258.5,184088
북구,2012,0.8,436.3,312937
북구,2012,0.8,436.3,448485
북구,2012,0.8,436.3,443677
북구,2012,0.8,436.3,184088
북구,2012,0.8,353.1,312937
북구,2012,0.8,353.1,448485
북구,2012,0.8,353.1,443677
북구,2012,0.8,353.1,184088
북구,2012,0.8,195.7,312937
북구,2012,0.8,195.7,448485
북구,2012,0.8,195.7,443677
북구,2012,0.8,195.7,184088
북구,2012,1.1,258.5,312937
북구,2012,1.1,258.5,448485
북구,2012,1.1,258.5,443677
북구,2012,1.1,258.5,184088
북구,2012,1.1,436.3,312937
북구,2012,1.1,436.3,448485
북구,2012,1.1,436.3,443677
북구,2012,1.1,436.3,184088
북구,2012,1.1,353.1,312937
북구,2012,1.1,353.1,448485
북구,2012,1.1,353.1,443677
북구,2012,1.1,353.1,184088
북구,2012,1.1,195.7,312937
북구,2012,1.1,195.7,448485
북구,2012,1.1,195.7,443677
북구,2012,1.1,195.7,184088
해운대구,2012,0.9,383.2,428188
사하구,2012,0.9,323.7,352726
금정구,2012,0.9,219.9,255692
연제구,2012,0.8,174.8,211536
수영구,2012,0.8,144.6,176666
사상구,2012,1.1,267.2,250424
기장군,2012,0.8,92.5,114566
대구광역시,2012,1.1,2683.8,2505644
수성구,2012,0.9,415.1,459779
달서구,2012,1.0,587.4,606557
달성군,2012,1.3,233.6,184366
인천광역시,2012,0.7,2070.7,2843981
연수구,2012,0.5,152.6,292589
남동구,2012,0.6,282.2,503597
부평구,2012,0.6,353.4,559047
계양구,2012,0.7,241.8,342202
미추홀구,2012,-,-,-
강화군,2012,1.2,79.4,66752
옹진군,2012,1.1,22.6,20039
광주광역시,2012,0.9,1328.8,1469216
광산구,2012,0.8,293.8,385101
대전광역시,2012,1.0,1468.9,1524583
유성구,2012,0.9,282.7,306312
대덕구,2012,1.1,235.1,205688
울산광역시,2012,1.1,1280.4,1147256
울주군,2012,1.0,205.8,207840
세종특별자치시,2012,0.7,74.0,113117
경기도,2012,0.9,10428.2,12093299
수원시,2012,1.0,1074.7,1120258
성남시,2012,0.8,773.5,978615
의정부시,2012,1.0,415.8,429147
안양시,2012,0.7,419.3,611412
부천시,2012,0.8,702.3,869944
광명시,2012,0.8,268.1,355560
평택시,2012,0.9,410.4,434305
동두천시,2012,0.8,73.0,97175
안산시,2012,0.7,492.4,715108
고양시,2012,0.9,845.6,969916
과천시,2012,1.1,79.5,71068
구리시,2012,1.0,192.0,192341
남양주시,2012,0.8,483.3,599539
오산시,2012,0.8,158.0,200291
시흥시,2012,0.8,302.4,399485
군포시,2012,1.0,301.0,286841
의왕시,2012,0.7,107.5,154757
하남시,2012,0.9,136.0,146269
용인시,2012,0.9,779.1,915959
파주시,2012,0.9,373.3,394201
이천시,2012,1.4,276.9,204917
안성시,2012,1.6,293.5,181608
김포시,2012,0.8,234.8,287432
화성시,2012,0.6,320.0,525490
광주시,2012,0.9,250.6,275656
양주시,2012,0.9,172.1,200310
포천시,2012,1.1,173.9,157559
여주시,2012,-,-,-
경기 여주군,2012,1.2,132.1,109550
연천군,2012,1.2,54.0,45599
가평군,2012,1.0,60.5,60794
양평군,2012,0.7,72.6,102193
강원도,2012,1.4,2175.3,1538630
춘천시,2012,1.7,465.6,273364
원주시,2012,1.0,323.2,323885
강릉시,2012,1.7,369.3,217741
동해시,2012,1.2,110.2,93897
태백시,2012,1.7,83.0,49493
속초시,2012,2.0,165.9,83579
삼척시,2012,1.4,104.3,72463
홍천군,2012,0.8,57.4,69727
횡성군,2012,1.0,43.1,44615
영월군,2012,1.0,40.0,40155
평창군,2012,1.0,44.5,43627
정선군,2012,1.2,49.0,39915
철원군,2012,1.4,66.2,47968
화천군,2012,1.7,42.5,25020
양구군,2012,1.5,35.3,22799
인제군,2012,2.2,70.3,32456
고성군,2012,2.4,71.1,30124
고성군,2012,2.4,71.1,56906
고성군,2012,2.4,35.5,30124
고성군,2012,2.4,35.5,56906
