"행정구역별",2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019
"행정구역별",주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명),주민1인당 생활폐기물배출량<br>(A÷B) (kg/일),생활폐기물발생량<br>(A) (톤/일),주민등록인구<br>(B) (명)
"중구",2.5,198.1,77857,2.4,182.7,76600,2.5,188.4,75439,2.5,191.6,76246,2.1,169.0,78812,2.3,182.8,80928,2.4,193.3,79712,2.3,185.1,78986,2.3,184.1,79401,2.2,173.0,77421
"동구",1.0,339.7,337529,1.0,340.7,341206,1.0,352.6,342092,1.0,360.1,343802,1.0,341.5,347975,1.0,340.7,349728,1.0,353.9,351352,1.0,349.2,349379,1.2,413.4,351291,1.2,417.3,345469
"서구",1.1,246.0,224618,1.1,246.6,222619,1.2,253.3,220211,1.2,260.5,215399,1.3,276.0,210770,1.5,299.4,206028,1.4,285.0,199507,1.5,295.2,191992,1.6,301.2,184372,1.4,240.4,175277
"남구",1.5,251.6,171197,1.3,212.1,169095,1.3,217.1,168715,1.3,222.6,166062,1.1,188.0,163492,1.3,201.5,160852,1.3,203.7,156433,1.3,193.8,152845,1.3,189.8,150501,1.2,183.8,148113
"북구",0.9,412.3,452505,1.0,430.0,449775,1.0,436.3,448485,1.0,457.0,444359,1.1,504.9,444375,1.2,536.7,443119,1.2,528.3,440383,1.1,492.8,441375,1.2,536.3,439489,1.2,527.2,437710
"수성구",0.8,373.4,461988,0.9,404.9,461083,0.9,415.1,459779,1.0,448.7,461004,0.9,420.6,456505,1.0,441.3,451786,1.0,459.6,447011,1.0,442.7,439211,1.1,465.3,432759,1.0,444.2,428614
"달서구",0.9,535.3,607083,1.0,582.6,606542,1.0,587.4,606557,1.0,622.0,610358,1.2,733.0,606433,1.2,707.4,602641,1.1,679.3,591891,1.2,666.3,578068,1.1,637.0,573413,1.2,657.5,568887
"달성군",1.3,228.4,178899,1.2,225.4,180351,1.3,233.6,184366,1.2,227.2,184358,1.4,266.4,184902,1.3,256.7,192747,1.2,253.8,218268,1.1,270.3,243375,1.1,287.7,250543,1.1,294.7,256540
"인천광역시",0.8,2317.4,2758296,0.8,2177.6,2801274,0.7,2070.7,2843981,0.8,2412.7,2879782,0.6,1746.0,2902608,0.6,1897.5,2925815,0.8,2389.5,2943069,0.8,2280.1,2948542,0.9,2775.4,2954642,1.0,2999.0,2957026
"중구",2.2,205.2,92890,2.2,207.7,93581,2.0,195.9,98648,1.0,104.7,107774,1.0,109.8,111929,0.9,102.6,114493,1.1,132.1,115249,1.9,219.0,117999,2.6,324.3,122499,1.9,263.5,135135
