"행정구역별","폐기물별","항목","단위","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년",
"파주시","합계","재활용률[%]","%","90.6","85.2","8.6","80.3","84.9","87.6","88.2","87.3","85.4","88",
"파주시","합계","발생량[톤/일]","톤/일","4059","3866","41238","2979.9","3118","3253.5","3653.1","3607.4","3269.9","3569.1",
"파주시","합계","재활용[톤/일]","톤/일","3677","3293","3557.3","2392","2646.4","2849.7","3221.7","3147.6","2791.5","3141.5",
"파주시","생활계폐기물","발생량[톤/일]","톤/일","372","357","436","373.3","378.5","393.5","422.6","472.9","339.9","505.2",
"파주시","생활계폐기물","재활용[톤/일]","톤/일","280","276","308.6","264.8","247","262.7","270","288.6","121.1","316.5",
"파주시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","438","688","852.1","1006.6","951.6","854.4","906.5","986","1197.1","1203.5",
"파주시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","207","443","446.5","565.3","688.4","634.3","677.5","783.6","1021.9","1031.1",
"파주시","건설폐기물","발생량[톤/일]","톤/일","3177","2605","2842.9","1498.3","1652.9","1862.4","2189.7","2005.2","1537.1","1629.8",
"파주시","건설폐기물","재활용[톤/일]","톤/일","3130","2574","2802.2","1473.2","1591.9","1827.2","2159","1951.7","1473.6","1595.8",
"파주시","지정폐기물","발생량[톤/일]","톤/일","72","216","37107","101.7","135","143.2","134.3","143.3","195.8","230.6",
"파주시","지정폐기물","재활용[톤/일]","톤/일","60","0","-","88.7","119.1","125.5","115.2","123.7","174.9","198.1",
"파주시","전년도이월량","발생량[톤/일]","톤/일","-","1","26.8",".1",".7",".1","0",".2",".2",".1",
"파주시","당해년도발생량","발생량[톤/일]","톤/일","72","215","37080.2","101.6","134.3","143.1","134.3","143.1","195.6","230.5",
"이천시","합계","재활용률[%]","%","89","79.5","6","92.4","86.1","93.6","88.5","86","80.2","90",
"이천시","합계","발생량[톤/일]","톤/일","1660","1963","33561.5","3061.9","1811.7","4366","2844.3","2575.1","2453.2","3818.1",
"이천시","합계","재활용[톤/일]","톤/일","1477","1560","2009","2829.2","1560.4","4088.5","2516.8","2214","1968.4","3437.6",
"이천시","생활계폐기물","발생량[톤/일]","톤/일","181","203","248.7","276.9","221.8","206.6","291.8","322.3","176.2","264.5",
"이천시","생활계폐기물","재활용[톤/일]","톤/일","124","140","189.2","207.3","93.8","113.6","167.1","234.2","105","181.7",
"이천시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","432","669","613.9","758.3","412.7","846.7","814.4","776.9","1150.4","1339.7",
"이천시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","324","551","441.8","633","319.3","711.3","660.4","560.4","810.1","1098.9",
"이천시","건설폐기물","발생량[톤/일]","톤/일","991","870","1382.7","1940.9","1082.7","3138.3","1626.2","1326.9","845.8","1728.7",
"이천시","건설폐기물","재활용[톤/일]","톤/일","991","870","1378","1936.2","1077.6","3122.8","1615.5","1318.9","844.7","1726.2",
"이천시","지정폐기물","발생량[톤/일]","톤/일","57","221","31316.2","85.8","94.5","174.4","111.9","149","280.8","485.2",
"이천시","지정폐기물","재활용[톤/일]","톤/일","38","0","-","52.7","69.7","140.8","73.8","100.5","208.6","430.8",
"이천시","전년도이월량","발생량[톤/일]","톤/일","1","0","162.2",".4",".5",".7",".9",".8",".6",".1",
"이천시","당해년도발생량","발생량[톤/일]","톤/일","56","221","31154","85.4","94","173.7","111","148.2","280.2","485.1",
"안성시","합계","재활용률[%]","%","88","69.1","14.2","89.9","87.2","74.5","82.2","84.7","89.8","89.2",
"안성시","합계","발생량[톤/일]","톤/일","1503","1719","11785.4","1555.6","2113.8","1532.3","1482","1425.5","1598.4","2100.9",
"안성시","합계","재활용[톤/일]","톤/일","1322","1188","1670.9","1398.4","1842.8","1141.1","1217.7","1207.6","1435.6","1873.9",
"안성시","생활계폐기물","발생량[톤/일]","톤/일","330","323","292.6","293.5","249.1","231.5","231.3","222.5","112.3","234.9",
"안성시","생활계폐기물","재활용[톤/일]","톤/일","254","242","226.5","218.3","106.3","117","115.4","116.9","47.6","145.5",
"안성시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","319","322","294.8","274","550.9","567.1","612.3","620.7","711.5","940.4",
"안성시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","257","258","236.2","203","436.3","427.1","480.7","526.4","632.9","820.4",
"안성시","건설폐기물","발생량[톤/일]","톤/일","829","688","1201","960.7","1269.3","559.7","580.5","522.6","707.9","853.1",
"안성시","건설폐기물","재활용[톤/일]","톤/일","796","687","1200.2","960.5","1269","559.7","580","521.8","703.9","853.1",
"안성시","지정폐기물","발생량[톤/일]","톤/일","26","386","9997","27.4","44.5","174","57.9","59.7","66.7","72.5",
"안성시","지정폐기물","재활용[톤/일]","톤/일","15","0","8","16.6","31.2","37.3","41.6","42.5","51.2","54.9",
"안성시","전년도이월량","발생량[톤/일]","톤/일","-","0","85.1",".2",".1",".3",".3",".3",".3",".3",
"안성시","당해년도발생량","발생량[톤/일]","톤/일","26","386","9911.9","27.2","44.4","173.7","57.6","59.4","66.4","72.2",
"김포시","합계","재활용률[%]","%","93.5","79.9","37.4","89.4","86.8","85.1","78.1","81.7","83.7","87.5",
"김포시","합계","발생량[톤/일]","톤/일","2881","2919","17001.5","2546.6","2261.3","1975","2068.2","2900.4","2696.5","3687.6",
"김포시","합계","재활용[톤/일]","톤/일","2694","2332","6356.2","2277.1","1962","1680.1","1615.8","2370.3","2257","3225.6",
"김포시","생활계폐기물","발생량[톤/일]","톤/일","184","200","213","234.8","263.2","252.6","316.4","249.7","195.8","337.5",
"김포시","생활계폐기물","재활용[톤/일]","톤/일","122","137","148.3","163.3","163.4","146.5","179.5","113.5","82.1","187.1",
"김포시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","267","316","368.1","388.2","423.8","459.5","558.6","858.9","868.4","731.5",
"김포시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","212","255","266.3","253.4","286.5","311.6","306.1","543.7","669.9","569.2",
"김포시","건설폐기물","발생량[톤/일]","톤/일","2394","1996","2420.9","1885.3","1551.2","1241.6","1168.7","1761.7","1604","2588",
"김포시","건설폐기물","재활용[톤/일]","톤/일","2334","1941","2363.2","1832.3","1500.4","1211.7","1118.6","1694.5","1490.6","2452.8",
"김포시","지정폐기물","발생량[톤/일]","톤/일","36","407","13999.5","38.3","23.1","21.3","24.5","30.1","28.3","30.6",
"김포시","지정폐기물","재활용[톤/일]","톤/일","27","0","3578.4","28.1","11.7","10.3","11.6","18.6","14.4","16.5",
"김포시","전년도이월량","발생량[톤/일]","톤/일","-","1","40.4",".1",".2",".1",".1",".2",".7",".1",
"김포시","당해년도발생량","발생량[톤/일]","톤/일","35","407","13959.1","38.2","22.9","21.2","24.4","29.9","27.6","30.5",
"화성시","합계","재활용률[%]","%","84.2","84.8","12","89.2","90.3","83.4","80.1","89.2","90.6","90.5",
"화성시","합계","발생량[톤/일]","톤/일","3684","4690","93357.8","4840.6","6034.5","6502.9","7183.2","6180.7","6500.6","6242.3",
"화성시","합계","재활용[톤/일]","톤/일","3103","3979","11232.4","4316","5448.5","5421.5","5756.3","5515.6","5889.9","5651.6",
"화성시","생활계폐기물","발생량[톤/일]","톤/일","330","324","327.4","320","244.5","323.3","454.1","603.7","427.6","656.1",
"화성시","생활계폐기물","재활용[톤/일]","톤/일","250","228","228.9","232","119","212.6","243.3","335.3","255.5","410.4",
"화성시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","839","820","916.6","1073.1","1221.1","1878.6","2589.4","1771.2","1708.5","844",
"화성시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","479","506","684.8","746.7","886.8","1035.1","1519.4","1513.1","1451.4","679.8",
"화성시","건설폐기물","발생량[톤/일]","톤/일","2254","3282","3642.7","3205.1","4214.4","3853.7","3596.1","3229.5","3718","4034",
"화성시","건설폐기물","재활용[톤/일]","톤/일","2196","3244","3575.9","3172.2","4180.4","3818.5","3539.6","3192","3659","3976.9",
"화성시","지정폐기물","발생량[톤/일]","톤/일","261","264","88471.1","242.4","354.5","447.3","543.6","576.3","646.5","708.2",
"화성시","지정폐기물","재활용[톤/일]","톤/일","179","1","6742.8","165.1","262.3","355.3","454","475.2","524","584.5",
"화성시","전년도이월량","발생량[톤/일]","톤/일","1","0","3685.7","10.1","3","1.4","2.5","1.4","4.5","1.3",
"화성시","당해년도발생량","발생량[톤/일]","톤/일","261","264","84785.4","232.3","351.5","445.9","541.1","574.9","642","706.9",
"광주시","합계","재활용률[%]","%","81.6","76.5","11.9","85.1","85","84.9","89.5","88.3","94","89.7",
"광주시","합계","발생량[톤/일]","톤/일","1046","1113","9801","1329.6","1307.3","1206.4","1764","1638.8","2205.8","2317.7",
"광주시","합계","재활용[톤/일]","톤/일","853","851","1162.7","1131","1110.8","1024.5","1578.6","1446.7","2072.4","2078.2",
"광주시","생활계폐기물","발생량[톤/일]","톤/일","247","262","233.8","250.6","257.6","271.2","292.7","295.9","255.1","366.7",
"광주시","생활계폐기물","재활용[톤/일]","톤/일","169","175","158.4","179.3","162.2","182.9","210","211.8","180.1","243.2",
"광주시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","228","238","240.1","290.8","275.4","216.4","229","227.7","1024.5","746.8",
"광주시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","155","161","162.1","186.1","186.2","134.2","141.1","138.7","988.6","742.4",
"광주시","건설폐기물","발생량[톤/일]","톤/일","558","549","768","764.8","758.8","704.8","1224","1091","913","1182.8",
"광주시","건설폐기물","재활용[톤/일]","톤/일","523","515","753.2","759.3","755.9","700.2","1220.8","1083","899","1081.5",
"광주시","지정폐기물","발생량[톤/일]","톤/일","13","65","8559.1","23.4","15.5","14","18.3","24.2","13.2","21.4",
"광주시","지정폐기물","재활용[톤/일]","톤/일","7","0","89","6.3","6.5","7.2","6.7","13.2","4.7","11.1",
"광주시","전년도이월량","발생량[톤/일]","톤/일","-","0","82",".2","0",".3",".1",".1",".3",".1",
"광주시","당해년도발생량","발생량[톤/일]","톤/일","13","65","8477.1","23.2","15.5","13.7","18.2","24.1","12.9","21.3",
"양주시","합계","재활용률[%]","%","83.7","85.4","22.5","81.7","82.7","83.2","76","84","84.1","89.8",
"양주시","합계","발생량[톤/일]","톤/일","3415","4317","9576.4","2826.2","3225.5","2427.8","1946.9","2716.1","2295.2","2792.8",
"양주시","합계","재활용[톤/일]","톤/일","2858","3688","2151.9","2310.2","2667.3","2021","1479.8","2280.8","1929.2","2506.7",
"양주시","생활계폐기물","발생량[톤/일]","톤/일","223","229","181.8","172.1","206","203.5","224.5","247.5","137.7","236.4",
"양주시","생활계폐기물","재활용[톤/일]","톤/일","161","167","117.3","125.2","102.1","150.5","153.3","180","61.4","160.2",
"양주시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","704","752","751.9","855.2","926.5","920.3","924.3","1170.9","1023.8","1026.4",
"양주시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","256","322","383.3","427.4","510.6","601.7","563.4","867.9","785.2","851.2",
"양주시","건설폐기물","발생량[톤/일]","톤/일","2471","3253","1712","1779.9","2065.5","1264.6","746.3","1247.8","1077.1","1483.9",
"양주시","건설폐기물","재활용[톤/일]","톤/일","2436","3200","1651.3","1750.1","2044.5","1248.7","739.2","1213.4","1062","1477.5",
"양주시","지정폐기물","발생량[톤/일]","톤/일","16","83","6930.7","19","27.5","39.4","51.8","49.9","56.6","46.1",
"양주시","지정폐기물","재활용[톤/일]","톤/일","5","0","-","7.5","10.1","20.1","23.9","19.5","20.6","17.8",
"양주시","전년도이월량","발생량[톤/일]","톤/일","-","0","31.3",".1","0",".4",".1",".1","2.9",".1",
"양주시","당해년도발생량","발생량[톤/일]","톤/일","16","83","6899.4","18.9","27.5","39","51.7","49.8","53.7","46",
"포천시","합계","재활용률[%]","%","85.9","66.5","16.3","83.1","80.3","84.4","88.3","83.6","84.9","81.3",
"포천시","합계","발생량[톤/일]","톤/일","1330","1631","7692.7","2046.8","2303.8","2306.7","3405.1","2912.4","2336.5","1876.3",
"포천시","합계","재활용[톤/일]","톤/일","1142","1085","1255.3","1700.7","1849.9","1946.3","3007.2","2433.9","1982.9","1525.5",
"포천시","생활계폐기물","발생량[톤/일]","톤/일","167","125","174.5","173.9","173","173.4","374.4","424.1","119.9","188",
"포천시","생활계폐기물","재활용[톤/일]","톤/일","105","78","109.5","101.4","107.5","106.4","309","268.9","45.1","42.6",
"포천시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","718","703","649.1","862.5","1156.7","1110.1","1995.4","1540","1329","998.9",
"포천시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","600","454","295.5","595.9","780.3","829.4","1678.8","1233.4","1063.9","810.5",
"포천시","건설폐기물","발생량[톤/일]","톤/일","429","554","851","993.9","948.9","996.2","1012.2","921.5","861","661.2",
"포천시","건설폐기물","재활용[톤/일]","톤/일","429","553","850.3","993.1","946","993.3","1007.2","914.3","857.9","657.1",
"포천시","지정폐기물","발생량[톤/일]","톤/일","15","249","6018.1","16.5","25.2","27","23.1","26.8","26.6","28.2",
"포천시","지정폐기물","재활용[톤/일]","톤/일","8","0","-","10.3","16.1","17.2","12.2","17.3","16","15.3",
"포천시","전년도이월량","발생량[톤/일]","톤/일","-","1","104.6",".3","0",".1",".2",".1","0",".1",
"포천시","당해년도발생량","발생량[톤/일]","톤/일","15","249","5913.5","16.2","25.2","26.9","22.9","26.7","26.6","28.2",
"여주시","합계","재활용률[%]","%","","","","","92.9","92.7","92.5","88.6","89.7","91.6",
"여주시","합계","발생량[톤/일]","톤/일","","","","","1090.1","981.1","695.3","630.2","573.5","701.2",
"여주시","합계","재활용[톤/일]","톤/일","","","","","1012.8","909.2","643.5","558.4","514.2","642.6",
"여주시","생활계폐기물","발생량[톤/일]","톤/일","","","","","92.9","86.5","161","207.4","125.5","197.3",
"여주시","생활계폐기물","재활용[톤/일]","톤/일","","","","","59.4","59.5","123.4","158.2","87.1","162.4",
"여주시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","","","","","276.4","292.2","137.3","114.1","72.8","178",
"여주시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","","","","","236.3","251.4","128.6","97","57.3","160.2",
"여주시","건설폐기물","발생량[톤/일]","톤/일","","","","","713.6","593.8","389","299.9","363.5","316.5",
"여주시","건설폐기물","재활용[톤/일]","톤/일","","","","","713.6","593.8","387.1","297.9","363.3","314.9",
"여주시","지정폐기물","발생량[톤/일]","톤/일","","","","","7.2","8.6","8","8.8","11.7","9.4",
"여주시","지정폐기물","재활용[톤/일]","톤/일","","","","","3.5","4.5","4.4","5.3","6.5","5.1",
"여주시","전년도이월량","발생량[톤/일]","톤/일","","","","","0","0","0","0","0","0",
"여주시","당해년도발생량","발생량[톤/일]","톤/일","","","","","7.2","8.6","8","8.8","11.7","9.4",
"연천군","합계","재활용률[%]","%","83.2","63.2","56.3","89.8","83.6","89.6","77.7","84.1","82.9","86",
"연천군","합계","발생량[톤/일]","톤/일","417","969","1409.5","938.7","757.1","872.2","535.1","683.4","620.6","761.2",
"연천군","합계","재활용[톤/일]","톤/일","347","612","794","842.8","633.2","781.8","415.7","574.4","514.3","654.6",
"연천군","생활계폐기물","발생량[톤/일]","톤/일","58","60","56.2","54","61.2","43.5","43.4","52.9","36.9","58.8",
"연천군","생활계폐기물","재활용[톤/일]","톤/일","33","33","30.4","28.4","29.1","23.5","16.2","10.1","9.7","17.9",
"연천군","사업장배출시설계폐기물","발생량[톤/일]","톤/일","92","122","119.9","153.2","200.2","148.3","173","252.2","253.6","274.1",
"연천군","사업장배출시설계폐기물","재활용[톤/일]","톤/일","53","90","86.7","83.9","114.6","83","84.1","190.7","178.1","212.7",
"연천군","건설폐기물","발생량[톤/일]","톤/일","262","490","676.9","730","489.1","675.9","314.4","373","325.5","424.1",
"연천군","건설폐기물","재활용[톤/일]","톤/일","260","490","676.9","729.9","488.8","674.5","314.4","372.7","325.5","423.4",
"연천군","지정폐기물","발생량[톤/일]","톤/일","4","298","556.5","1.5","6.6","4.5","4.3","5.3","4.6","4.2",
"연천군","지정폐기물","재활용[톤/일]","톤/일","1","0","-",".6",".7",".8","1",".9","1",".6",
"연천군","전년도이월량","발생량[톤/일]","톤/일","-","0",".2","-","0","0","0","0","0","0",
"연천군","당해년도발생량","발생량[톤/일]","톤/일","4","298","556.3","1.5","6.6","4.5","4.3","5.3","4.6","4.2",
"가평군","합계","재활용률[%]","%","86.9","78.9","38.6","91.3","91.3","95.1","92.1","91.3","95.1","94.8",
"가평군","합계","발생량[톤/일]","톤/일","379","449","1041","456.9","501.5","596.6","529.6","363.9","490.2","533.5",
"가평군","합계","재활용[톤/일]","톤/일","329","354","401.8","417.1","457.8","567.6","487.8","332.3","466.2","505.5",
"가평군","생활계폐기물","발생량[톤/일]","톤/일","50","60","59.5","60.5","74.6","68.7","132.1","76.5","71.1","74.6",
"가평군","생활계폐기물","재활용[톤/일]","톤/일","12","19","19","27.4","43.4","48.4","94","52.8","59.9","57.5",
"가평군","사업장배출시설계폐기물","발생량[톤/일]","톤/일","25","40","35.8","35.6","29.1","26","1.5","26.5","39.2","34.3",
"가평군","사업장배출시설계폐기물","재활용[톤/일]","톤/일","15","25","28.1","30","18.5","20.7","1.2","21.4","29.5","26",
"가평군","건설폐기물","발생량[톤/일]","톤/일","303","310","355.4","359.2","395.8","499.7","393.7","257.4","377.6","422",
"가평군","건설폐기물","재활용[톤/일]","톤/일","301","310","354.7","358.8","395.4","498","392.1","257","376.3","421.6",
"가평군","지정폐기물","발생량[톤/일]","톤/일","1","39","590.3","1.6","2","2.2","2.3","3.5","2.3","2.6",
"가평군","지정폐기물","재활용[톤/일]","톤/일","1","0","-",".9",".5",".5",".5","1.1",".5",".4",
"가평군","전년도이월량","발생량[톤/일]","톤/일","-","0","-","-","0","0","0","0","0","0",
"가평군","당해년도발생량","발생량[톤/일]","톤/일","1","39","590.3","1.6","2","2.2","2.3","3.5","2.3","2.6",
"양평군","합계","재활용률[%]","%","94.9","81.1","51.1","92.1","89.9","90.7","91.2","91.8","87.5","86.9",
"양평군","합계","발생량[톤/일]","톤/일","976","1018","1442.2","783.9","670.7","730.8","797.2","840.9","567.2","636.2",
"양평군","합계","재활용[톤/일]","톤/일","925","826","736.6","722.1","602.8","662.9","727.3","772.2","496.5","552.6",
"양평군","생활계폐기물","발생량[톤/일]","톤/일","71","84","79.5","72.6","61.4","51.7","55.6","60.2","65.4","73",
"양평군","생활계폐기물","재활용[톤/일]","톤/일","44","48","47.8","40.3","29.2","20.4","22.8","24","23.1","28.5",
"양평군","사업장배출시설계폐기물","발생량[톤/일]","톤/일","57","54","34.6","39.7","38","38.4","59.6","47.4","62.8","67.2",
"양평군","사업장배출시설계폐기물","재활용[톤/일]","톤/일","36","31","17.8","12.5","4.6","4.5","29.7","19.4","38.6","31.6",
"양평군","건설폐기물","발생량[톤/일]","톤/일","845","747","672.8","669.8","568.5","637.7","678.4","730.4","436.1","493",
"양평군","건설폐기물","재활용[톤/일]","톤/일","845","746","671","668.6","568.3","637.3","674.2","728.3","434.2","491.9",
"양평군","지정폐기물","발생량[톤/일]","톤/일","3","133","655.3","1.8","2.8","3","3.6","2.9","2.9","3",
"양평군","지정폐기물","재활용[톤/일]","톤/일","1","0","-",".7",".7",".7",".6",".5",".6",".6",
"양평군","전년도이월량","발생량[톤/일]","톤/일","-","1","1","-","0","0","0","0","0","0",
"양평군","당해년도발생량","발생량[톤/일]","톤/일","3","132","654.3","1.8","2.8","3","3.6","2.9","2.9","3",
"강원도","합계","재활용률[%]","%","56.2","90.2","89.1","86.2","91","91.2","91.3","91.3","90","91",
"강원도","합계","발생량[톤/일]","톤/일","34961","5854564","14300.1","10678.5","16697.9","15925.3","15495.2","15771.1","15144.2","15849.5",
"강원도","합계","재활용[톤/일]","톤/일","19658","5280492","12744.8","9209.4","15188.2","14523.7","14153.4","14397.1","13631.2","14424.4",
"강원도","생활계폐기물","발생량[톤/일]","톤/일","888","868518","2208.5","2152.1","2078.6","2104.1","2036.4","2179.1","2333.5","2372.3",
"강원도","생활계폐기물","재활용[톤/일]","톤/일","509","501948","1183.5","1116.6","989.6","1082.8","1023.3","1166.8","1289.3","1326.5",
"강원도","사업장배출시설계폐기물","발생량[톤/일]","톤/일","1510","2199271","3498","4092.8","5067.4","4992.5","4016.5","3740.7","3862.7","5038",
"강원도","사업장배출시설계폐기물","재활용[톤/일]","톤/일","1303","2016114","3034.9","3704.6","4716.9","4710.4","3804.6","3502.3","3494.4","4751",
"강원도","건설폐기물","발생량[톤/일]","톤/일","3571","2753524","8499","4354.9","9446.1","8719.6","9311.9","9711.6","8824.9","8276.3",
"강원도","건설폐기물","재활용[톤/일]","톤/일","3555","2747647","8481.5","4349.5","9436.7","8684.1","9284.1","9696.8","8808.1","8267.5",
"강원도","지정폐기물","발생량[톤/일]","톤/일","28992","33252","94.6","78.7","105.8","109.1","130.4","139.7","123.1","162.9",
"강원도","지정폐기물","재활용[톤/일]","톤/일","14291","14783","44.9","38.7","45","46.4","41.4","31.2","39.4","79.4",
"강원도","전년도이월량","발생량[톤/일]","톤/일","354","329","1.1",".2","1.5",".2",".5",".3",".5",".9",
"강원도","당해년도발생량","발생량[톤/일]","톤/일","28638","32923","93.5","78.5","104.3","108.9","129.9","139.4","122.6","162",
"춘천시","합계","재활용률[%]","%","61.7","80.2","83.3","79.4","88.4","87.7","87.1","91.3","88.2","86.7",
"춘천시","합계","발생량[톤/일]","톤/일","5744","442125","1507.6","999.3","1750.4","1831.7","1552.9","1922.7","1216","1560.5",
"춘천시","합계","재활용[톤/일]","톤/일","3548","354415","1256.6","793.8","1547.3","1605.8","1352.5","1754.7","1073","1352.3",
"춘천시","생활계폐기물","발생량[톤/일]","톤/일","163","173558","481.6","469.3","436","488","436.8","430.8","409.2","462.9",
"춘천시","생활계폐기물","재활용[톤/일]","톤/일","99","102383","280","275","245.4","277.6","254.7","278.5","280.1","276.9",
"춘천시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","23","22995","64.2","66.7","76.1","83.4","68.8","76.6","88.8","103",
"춘천시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","11","9965","28.2","64.3","73.1","80.2","65.7","76.2","88.5","99.5",
"춘천시","건설폐기물","발생량[톤/일]","톤/일","506","240134","938.8","445.2","1220.1","1243.9","1023.7","1393.2","697.1","967.9",
"춘천시","건설폐기물","재활용[톤/일]","톤/일","506","239112","937.8","445.1","1219.8","1241.4","1023","1391.6","694.9","965.9",
"춘천시","지정폐기물","발생량[톤/일]","톤/일","5052","5439","23","18.1","18.2","16.4","23.6","22.1","20.9","26.7",
"춘천시","지정폐기물","재활용[톤/일]","톤/일","2927","2957","10.6","9.4","9","6.6","9.1","8.4","9.5","10",
"춘천시","전년도이월량","발생량[톤/일]","톤/일","11","0","-","-","0","0","0","0","0","0",
"춘천시","당해년도발생량","발생량[톤/일]","톤/일","5041","5439","23","18.1","18.2","16.4","23.6","22.1","20.9","26.7",
"원주시","합계","재활용률[%]","%","63.4","82","87.9","90.9","91.6","93","94.8","94.5","90.6","92.9",
"원주시","합계","발생량[톤/일]","톤/일","10521","622581","1800","2295.9","2572.1","2071.3","1880.3","1598.5","1557.7","1930.1",
"원주시","합계","재활용[톤/일]","톤/일","6674","510781","1581.8","2087.3","2355.2","1927","1783.4","1509.9","1411.8","1794",
"원주시","생활계폐기물","발생량[톤/일]","톤/일","130","122348","346","323.2","285.6","243.7","243.3","268.2","453.8","434.4",
"원주시","생활계폐기물","재활용[톤/일]","톤/일","84","82636","241","216.8","144.7","174","181.4","237.3","423.7","386.8",
"원주시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","136","128407","392.9","384.8","284","420","384","517.3","620.9","634.9",
"원주시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","51","61539","291.4","288.5","222.2","360","361","472.1","516.9","558.7",
"원주시","건설폐기물","발생량[톤/일]","톤/일","442","360073","1032.9","1566.8","1971.2","1381.3","1228","790.5","460.8","834.7",
"원주시","건설폐기물","재활용[톤/일]","톤/일","433","359744","1030.8","1566.3","1969.8","1377.6","1227.5","787.6","458.8","834.2",
"원주시","지정폐기물","발생량[톤/일]","톤/일","9813","11753","28.2","21.1","31.3","26.3","25","22.5","22.2","26.1",
"원주시","지정폐기물","재활용[톤/일]","톤/일","6106","6862","18.6","15.6","18.5","15.4","13.5","12.9","12.4","14.3",
"원주시","전년도이월량","발생량[톤/일]","톤/일","65","110",".3",".1",".2",".1",".4",".1",".2","0",
"원주시","당해년도발생량","발생량[톤/일]","톤/일","9748","11644","27.9","21","31.1","26.3","24.6","22.4","22","26.1",
"강릉시","합계","재활용률[%]","%","56.6","94.9","89.1","85.8","89.7","89.5","91.7","91.6","84.4","86.6",
"강릉시","합계","발생량[톤/일]","톤/일","6030","1454343","1725.7","1249","1800.3","1838","2179.2","2425.3","1932.3","1904",
"강릉시","합계","재활용[톤/일]","톤/일","3415","1380248","1537.4","1071.2","1614.8","1645.2","1999.3","2222.6","1631.3","1649.7",
"강릉시","생활계폐기물","발생량[톤/일]","톤/일","114","122677","350.5","369.3","365.8","370","355.8","384","358.3","386.7",
"강릉시","생활계폐기물","재활용[톤/일]","톤/일","58","80118","228.3","238.6","239","237.7","221.8","224.9","178.6","200",
"강릉시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","363","1056164","650.8","533.7","645.4","644.9","606.5","513.6","312.2","575.6",
"강릉시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","346","1027329","591.3","490.2","592.3","592.3","583","505.3","205.9","521.3",
"강릉시","건설폐기물","발생량[톤/일]","톤/일","391","270319","709.5","335.4","775.1","801.1","1184.2","1492.4","1236.7","883",
"강릉시","건설폐기물","재활용[톤/일]","톤/일","391","270283","709.4","335.3","775","801.1","1184.2","1492.4","1236.7","883",
"강릉시","지정폐기물","발생량[톤/일]","톤/일","5162","5183","14.9","10.6","14","22","32.7","35.3","25.1","58.7",
"강릉시","지정폐기물","재활용[톤/일]","톤/일","2620","2519","8.4","7.1","8.5","14.1","10.3","0","10.1","45.4",
"강릉시","전년도이월량","발생량[톤/일]","톤/일","76","183",".3","-","1.1",".1","0","0","0",".7",
"강릉시","당해년도발생량","발생량[톤/일]","톤/일","5086","5001","14.6","10.6","12.9","22","32.7","35.2","25.1","58",
"동해시","합계","재활용률[%]","%","73.1","92.9","93.3","94.2","95.2","95.9","94.5","93.3","93.7","96.8",
"동해시","합계","발생량[톤/일]","톤/일","2261","1025176","2495.9","2747.7","4171.3","3645.2","2814.3","2287","2406.2","2325.7",
"동해시","합계","재활용[톤/일]","톤/일","1653","952833","2328.3","2588.9","3973.1","3494.7","2660.3","2134.1","2254.6","2251.1",
"동해시","생활계폐기물","발생량[톤/일]","톤/일","47","39639","117.8","105.7","109.3","122.3","125.8","130.9","128.9","113.7",
"동해시","생활계폐기물","재활용[톤/일]","톤/일","22","16133","38.9","34.5","38.4","46","46.9","44.8","43.7","105.1",
"동해시","사업장배출시설계폐기물","발생량[톤/일]","톤/일","815","844939","1892.4","2451.5","3545.7","3180.4","2308.3","1863.4","1870.2","1855.2",
"동해시","사업장배출시설계폐기물","재활용[톤/일]","톤/일","765","796832","1805.8","2365.3","3420.3","3108.7","2235.1","1798.7","1805.5","1790.6",
"동해시","건설폐기물","발생량[톤/일]","톤/일","150","139248","481.5","187","512.2","336.5","377","287.9","403.5","352.8",
"동해시","건설폐기물","재활용[톤/일]","톤/일","150","139248","481.5","186.8","511.7","335.8","376.2","287.4","403.5","352.8",
"동해시","지정폐기물","발생량[톤/일]","톤/일","1249","1351","4.2","3.5","4.1","6","3.2","4.8","3.6","4",
