"울산",1091.0,104.4,252.8,733.8,907.4,101.2,209.3,596.9,183.6,3.2,43.5,136.9,0.0,0.0,0.0,0.0,1191.3,145.3,309.5,736.5,674.6,142.5,250.4,281.7,516.6,2.8,59.1,454.7,0.1,0.0,0.0,0.1,1280.4,220.6,295.7,764.1,759.1,184.4,278.5,296.2,521.2,36.2,17.2,467.8,0.1,0.0,0.0,0.1,1234.2,70.7,398.4,765.1,832.2,0.0,384.9,447.3,402.0,70.7,13.5,317.8,0.0,0.0,0.0,0.0,1449.3,102.4,561.7,785.2,1009.7,79.1,531.9,398.7,439.6,23.3,29.8,386.5,0.0,0.0,0.0,0.0,1551.5,127.0,582.9,841.6,1023.5,70.3,542.7,410.5,528.0,56.7,40.2,431.1,0.0,0.0,0.0,0.0,1591.4,272.7,479.4,839.3,1056.3,258.2,444.3,353.8,535.1,14.5,35.1,485.5,0.0,0.0,0.0,0.0,1509.8,224.4,462.3,823.1,999.0,217.5,416.7,364.8,510.8,6.9,45.6,458.3,0.0,0.0,0.0,0.0,1550.2,246.2,491.2,812.8,1040.0,238.5,434.7,366.8,510.1,7.7,56.5,445.9,0.1,0.0,0.0,0.1,1622.3,183.7,612.9,786.3,39.4,890.5,154.5,449.7,286.3,0.0,728.3,29.2,163.2,497.8,38.1,3.5,0.0,0.0,2.2,1.3
"세종",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.0,15.6,36.6,21.8,47.2,5.9,34.5,6.8,26.8,9.7,2.1,15.0,0.0,0.0,0.0,0.0,724.2,7.9,34.7,681.6,65.7,3.8,31.4,30.5,63.0,4.1,3.3,55.6,595.5,0.0,0.0,595.5,120.2,28.5,34.8,56.9,67.5,3.4,31.5,32.6,52.7,25.1,3.3,24.3,0.0,0.0,0.0,0.0,161.6,20.1,42.5,99.0,82.9,8.6,35.4,38.9,78.7,11.5,7.1,60.1,0.0,0.0,0.0,0.0,176.8,10.0,43.6,123.2,128.5,9.9,38.5,80.1,48.3,0.1,5.1,43.1,0.0,0.0,0.0,0.0,241.9,28.7,76.9,136.3,154.6,16.1,59.3,79.2,87.3,12.6,17.6,57.1,0.0,0.0,0.0,0.0,404.3,23.9,92.1,288.3,319.7,18.3,85.2,216.2,81.8,5.6,6.9,69.3,2.8,0.0,0.0,2.8,435.4,7.8,93.0,240.9,93.7,72.3,7.8,34.2,20.2,10.1,355.2,0.0,58.8,212.8,83.6,7.9,0.0,0.0,7.9,0.0
"경기",10362.4,940.6,3010.2,6411.6,6036.6,709.2,2729.4,2598.0,4306.5,231.4,279.8,3795.3,19.3,0.0,1.0,18.3,10798.2,1167.1,3123.3,6507.8,6257.9,766.4,2879.1,2612.4,4526.6,400.7,244.2,3881.7,13.7,0.0,0.0,13.7,10428.2,660.8,3377.9,6389.5,5709.5,523.6,3104.4,2081.5,4717.0,137.2,273.5,4306.3,1.7,0.0,0.0,1.7,9919.2,784.5,3354.2,5780.5,6496.1,613.0,3106.9,2776.2,3420.8,171.5,247.3,3002.0,2.3,0.0,0.0,2.3,10452.1,962.6,3476.7,6012.8,7234.4,541.0,3224.7,3468.7,3147.4,421.6,252.0,2473.8,70.3,0.0,0.0,70.3,11467.1,1029.9,3684.7,6752.5,7334.5,706.2,3421.5,3206.8,4123.2,323.7,262.2,3537.3,9.4,0.0,1.0,8.4,12069.5,1220.3,3716.1,7133.1,8070.2,866.8,3428.2,3775.2,3924.3,353.5,286.4,3284.4,75.0,0.0,1.5,73.5,11605.3,835.0,3694.7,7075.6,8593.3,747.6,3430.0,4415.7,2838.4,87.4,217.0,2534.0,173.6,0.0,47.7,125.9,12406.1,958.3,3917.1,7530.7,9167.2,811.4,3615.4,4740.4,3193.7,146.9,263.6,2783.2,45.2,0.0,38.1,7.1,13196.9,1008.7,4075.0,7827.5,285.7,6630.2,746.2,3361.2,2507.4,15.4,6471.0,262.2,658.5,5281.0,269.3,95.7,0.3,55.3,39.1,1.0
"강원",2379.5,844.4,159.9,1375.2,1507.0,824.3,148.1,534.6,867.1,20.1,11.8,835.2,5.4,0.0,0.0,5.4,2208.5,619.0,406.0,1183.5,1780.5,613.5,399.2,767.8,416.7,5.5,6.8,404.4,11.3,0.0,0.0,11.3,2175.3,625.6,414.6,1135.1,1720.7,623.4,409.6,687.7,451.8,2.2,5.0,444.6,2.8,0.0,0.0,2.8,2100.6,605.8,437.7,1057.1,1664.1,603.0,431.0,630.1,433.6,2.8,6.7,424.1,2.9,0.0,0.0,2.9,2104.1,566.6,454.7,1082.8,1465.4,548.9,415.5,501.0,633.1,17.7,39.2,576.2,5.6,0.0,0.0,5.6,2031.6,550.3,463.0,1018.3,1351.4,546.1,434.6,370.7,663.2,4.2,28.4,630.6,17.0,0.0,0.0,17.0,2179.1,564.6,447.7,1166.8,1417.1,560.9,434.1,422.1,750.2,3.7,13.6,732.9,11.8,0.0,0.0,11.8,2333.5,627.6,416.6,1289.3,1506.0,625.7,410.7,469.6,795.0,1.2,3.9,789.9,32.5,0.7,2.0,29.8,2372.3,596.5,449.3,1326.5,1668.8,595.8,447.8,625.2,695.4,0.7,1.5,693.2,8.1,0.0,0.0,8.1,2250.9,621.5,449.0,1130.1,50.3,1472.0,610.7,439.9,415.1,6.3,749.7,10.8,9.1,685.8,44.0,29.2,0.0,0.0,29.2,0.0
"충북",1774.8,352.0,426.4,996.4,1060.4,332.4,385.8,342.2,704.3,19.6,40.6,644.1,10.1,0.0,0.0,10.1,1754.0,286.7,482.5,984.8,999.5,275.8,427.0,296.7,715.1,10.9,55.5,648.7,39.4,0.0,0.0,39.4,1773.5,265.0,458.9,1049.6,1097.7,245.9,395.6,456.2,667.9,19.1,62.8,586.0,7.9,0.0,0.5,7.4,1764.1,262.9,465.7,1035.5,860.8,262.6,411.6,186.6,890.6,0.3,53.6,836.7,12.7,0.0,0.5,12.2,1943.0,242.3,519.0,1181.7,1663.0,242.3,490.3,930.4,278.6,0.0,28.7,249.9,1.4,0.0,0.0,1.4,1680.6,221.5,513.7,945.4,1480.7,221.4,500.9,758.4,199.4,0.1,12.8,186.5,0.5,0.0,0.0,0.5,2114.4,300.5,646.5,1167.4,1317.8,292.2,621.6,404.0,794.0,8.3,24.9,760.8,2.6,0.0,0.0,2.6,2032.9,336.1,657.4,1039.4,1485.2,334.7,613.8,536.7,545.0,1.4,43.2,500.4,2.7,0.0,0.4,2.3,2163.1,415.7,612.3,1135.1,1473.2,414.5,590.1,468.6,667.7,0.2,20.7,646.8,22.2,1.0,1.5,19.7,2274.4,330.1,755.8,1120.5,68.0,1307.1,329.0,610.7,367.4,0.0,954.8,1.1,144.4,745.9,63.4,12.5,0.0,0.7,7.2,4.6
"충남",2461.3,426.1,507.2,1528.0,1528.0,414.6,366.4,747.0,932.1,11.5,140.8,779.8,1.2,0.0,0.0,1.2,2404.0,430.1,560.6,1413.3,1935.0,419.1,522.7,993.2,469.0,11.0,37.9,420.1,0.0,0.0,0.0,0.0,2411.5,450.2,530.8,1430.5,1258.6,432.3,491.1,335.2,950.1,17.6,39.7,892.8,202.8,0.3,0.0,202.5,2582.6,482.1,546.5,1554.0,1752.7,465.3,488.3,799.1,821.4,16.8,58.2,746.4,8.5,0.0,0.0,8.5,2482.8,332.4,736.3,1414.1,1725.3,326.5,712.6,686.2,750.9,5.9,23.7,721.3,6.6,0.0,0.0,6.6,2579.1,323.4,781.3,1474.4,1676.4,224.4,741.8,710.2,880.0,97.8,39.2,743.0,22.7,1.2,0.3,21.2,2502.0,243.2,953.1,1305.7,1605.0,215.2,672.4,717.4,889.6,28.0,280.7,580.9,7.4,0.0,0.0,7.4,2718.3,242.3,1067.8,1408.2,1370.8,219.7,702.9,448.2,1340.9,22.6,364.9,953.4,6.6,0.0,0.0,6.6,2961.9,224.6,1110.0,1627.3,1596.7,204.9,802.5,589.3,1343.0,19.7,296.4,1026.9,22.2,0.0,11.1,11.1,2822.4,192.8,1100.1,1452.3,77.2,1387.6,127.7,772.2,466.3,21.4,1433.3,65.0,327.9,984.7,55.7,1.5,0.1,0.0,1.3,0.1
"전북",1592.6,326.3,240.9,1025.4,918.7,290.4,196.3,432.0,638.9,35.9,44.6,558.4,35.0,0.0,0.0,35.0,1830.6,387.4,263.0,1180.2,972.8,339.6,217.7,415.5,847.0,45.9,45.3,755.8,10.8,1.9,0.0,8.9,1796.4,445.9,336.6,1013.9,1079.7,414.0,222.7,443.0,709.6,31.9,110.8,566.9,7.1,0.0,3.1,4.0,1656.3,413.4,294.1,948.8,1162.5,402.7,260.5,499.3,484.1,9.7,33.6,440.8,9.7,1.0,0.0,8.7,1705.0,401.8,331.4,971.8,1471.5,401.2,324.7,745.6,227.4,0.6,6.7,220.1,6.1,0.0,0.0,6.1,1831.2,391.6,369.8,1069.8,1524.6,329.0,350.8,844.8,301.2,62.6,19.0,219.6,5.4,0.0,0.0,5.4,1847.5,351.8,386.9,1108.8,1598.7,329.4,346.9,922.4,242.9,22.4,40.0,180.5,5.9,0.0,0.0,5.9,1916.2,369.9,383.5,1162.8,1519.2,355.5,353.1,810.6,393.0,14.4,30.4,348.2,4.0,0.0,0.0,4.0,2109.4,340.8,483.9,1284.7,1621.0,329.0,398.3,893.7,482.9,11.2,85.6,386.1,5.5,0.6,0.0,4.9,2050.6,341.2,505.5,1157.5,46.4,1128.4,317.8,401.0,408.0,1.6,845.1,20.8,104.4,675.1,44.8,77.1,2.6,0.1,74.4,0.0
"전남",1810.5,856.5,295.8,658.2,1491.2,808.7,275.3,407.2,279.7,47.4,20.5,211.8,39.6,0.4,0.0,39.2,1828.8,769.8,348.4,710.6,1526.0,750.8,327.3,447.9,274.1,18.0,21.0,235.1,28.7,1.0,0.1,27.6,2181.3,784.2,385.1,1012.0,1447.3,703.2,361.3,382.8,709.5,81.0,23.7,604.8,24.5,0.0,0.1,24.4,2046.6,689.6,358.1,998.9,1399.5,654.7,320.8,424.0,628.0,34.9,37.3,555.8,19.1,0.0,0.0,19.1,2009.7,748.5,380.0,881.2,1578.2,720.9,331.7,525.6,426.6,27.6,47.6,351.4,4.9,0.0,0.7,4.2,1948.6,650.1,388.7,909.8,1631.2,634.1,363.0,634.1,315.3,14.2,25.5,275.6,2.1,1.8,0.2,0.1,1966.8,586.2,381.0,999.6,1641.7,573.1,343.6,725.0,324.8,13.1,37.4,274.3,0.3,0.0,0.0,0.3,1983.0,657.4,371.1,954.5,1610.2,629.1,325.1,656.0,332.5,25.7,27.1,279.7,40.3,2.6,18.9,18.8,2066.8,689.8,380.4,996.6,1627.4,673.5,337.1,616.8,401.6,10.3,24.9,366.4,37.8,6.0,18.4,13.4,2097.8,764.5,369.4,936.8,27.1,1543.6,721.0,331.0,491.6,0.0,511.3,17.3,27.9,439.1,27.0,42.9,26.2,10.5,6.1,0.1
"경북",2679.1,876.0,432.6,1370.5,2215.0,862.5,370.5,982.0,443.1,13.5,61.4,368.2,21.0,0.0,0.7,20.3,2594.2,868.1,459.0,1267.1,1888.6,856.7,358.6,673.3,696.2,11.4,99.7,585.1,9.4,0.0,0.7,8.7,2623.2,880.8,549.6,1192.8,2015.6,869.9,455.3,690.4,595.0,10.9,93.6,490.5,12.6,0.0,0.7,11.9,2804.4,684.7,718.4,1401.3,1972.9,658.6,536.6,777.7,828.0,26.1,181.8,620.1,3.5,0.0,0.0,3.5,2795.3,701.2,719.1,1375.0,2109.5,672.9,588.8,847.8,681.9,28.3,129.8,523.8,3.9,0.0,0.5,3.4,2805.0,727.9,794.9,1282.2,2092.0,703.0,634.3,754.7,697.8,24.9,152.4,520.5,15.2,0.0,8.2,7.0,2885.4,720.3,891.4,1273.7,2146.6,678.4,703.5,764.7,714.0,41.9,179.2,492.9,24.8,0.0,8.7,16.1,3163.5,750.1,892.1,1521.3,2234.5,714.1,670.7,849.7,897.8,36.0,213.0,648.8,31.2,0.0,8.4,22.8,3246.2,785.8,862.7,1597.7,2053.5,641.2,641.9,770.4,1152.2,134.2,212.8,805.2,40.5,10.4,8.0,22.1,3569.4,445.6,1203.8,1787.0,133.0,1731.3,392.0,965.3,357.8,16.2,1710.7,21.5,238.2,1365.6,85.4,127.4,32.1,0.3,63.6,31.4
"경남",3270.0,650.0,922.8,1697.2,2356.8,627.6,911.5,817.7,870.1,22.4,8.1,839.6,43.1,0.0,3.2,39.9,3274.6,646.8,963.6,1664.2,2286.2,628.8,952.9,704.5,963.3,18.0,10.7,934.6,25.1,0.0,0.0,25.1,3453.6,700.8,984.9,1767.9,2637.8,692.8,971.8,973.2,790.7,8.0,13.1,769.6,25.1,0.0,0.0,25.1,3176.2,652.0,879.6,1644.6,2450.0,633.9,859.4,956.7,720.4,18.1,20.2,682.1,5.8,0.0,0.0,5.8,3452.5,594.9,1031.2,1826.4,2623.1,587.4,1024.3,1011.4,796.6,7.5,6.9,782.2,32.8,0.0,0.0,32.8,3496.4,543.2,1130.5,1822.7,2722.1,537.3,1107.4,1077.4,767.0,5.9,18.4,742.7,7.3,0.0,4.7,2.6,3951.4,626.3,1163.5,2161.6,2748.8,597.6,1111.8,1039.4,1195.1,28.7,46.0,1120.4,7.5,0.0,5.7,1.8,4003.9,645.4,1128.8,2229.7,2684.2,610.1,1093.6,980.5,1287.8,21.6,27.5,1238.7,31.9,13.7,7.7,10.5,3937.3,528.3,1151.0,2258.0,2742.3,513.1,1118.1,1111.1,1166.2,2.5,29.2,1134.5,28.8,12.7,3.7,12.4,4471.8,595.1,1194.7,2661.2,20.8,2726.4,581.2,1138.5,1006.7,0.0,1719.3,12.7,51.0,1641.1,14.5,26.1,1.2,5.2,13.4,6.3
